QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
567	云流门下	去落雁峰北面的龙骨崖找封伶。	为什么有些人总是喜欢将自己和他人分的清清楚楚，明明白白？大家都是纯阳弟子，有什么不同。封师弟他们又有什么罪，为什么大家都那么排挤他们？犯错的是那个人，又不是他们。……你来没多久，很多事你还不知道吧。不知道也好，省得烦心。\n你还记得<F173 封伶>师兄吧？那个瘦瘦的，脸红红的那个。刘师兄他们逼他到<F173 落雁峰北面的龙骨崖>给那些江湖败类送饭，他现在在那边一定孤单死了，你<F171 去陪陪他>，好么？	我一直觉得同门兄弟姐妹应该相亲相爱，不要带任何偏见。	你是何人？	你来干什么？	纯阳	0	0	0	1	主线	15		7	740									15																																																				7	743																																																																																																																											纯阳	123	
568	中山狼	在龙骨崖周围消灭10个江湖败类和10个绿林恶徒。	你别过来！我不想看到你，我谁也不想见……这个世界上就没有人可以相信吗？其余的弟子都当我是坏蛋，从小就不和我玩，现在连这些自诩绿林好汉的人也骗我。我究竟犯了什么错？我只不过想知道师父到底发生了什么事。……琳儿师妹？是她让你来的？这么些年，也只有她不拿我当外人，刚才实在对不起了。龙骨崖关押的都是穷凶极恶的<F172 江湖败类>和<F172 绿林恶徒>，他们骗我说知道师父的下落，我一时冲动，就将他们放了出来。谁知道他们竟然忘恩负义，将我困在这里。你务必<F171 将他们消灭>，否则他们不知道又要做什么坏事。	都怪我一时冲动。	都怪我一时冲动。	这些可恶的贼人！	纯阳	0	0	0	1	主线	15		7	743									15								567				569																																								7	743																																											10		10																																																																														纯阳	123	
569	龙骨靖难	在龙骨崖铲除恶徒首领苏敢当和石不易。	多谢你的救命之恩。不过那两个贼子还没伏法，纯阳宫就有危险。他们一个叫<F172 苏敢当>，一个叫<F172 石不易>，是这群贼人的首领。就是他们骗我说知道师父的行踪，让我打开机关。他们还准备趁带人今晚天黑夜袭纯阳宫。必须将这两个贼首绳之以法，否则纯阳宫又是一场大战。……师父从小就教导我们万事要以纯阳生死为重，怎么可能是叛徒？怎么可能？……你快去吧，我调息一下真气就好了，不用管我。	但愿师兄他们没事。	但愿师兄他们没事。	我们纯阳弟子绝不会向这些狗官低头！	纯阳	0	0	0	1	主线	15		7	743									15								568				575																																								7	743																																											1		1																																																																														纯阳	123	
570	神策密谋	找到师兄聂冲	我好多了，谢谢。不知为何，最近纯阳很不太平，神策派人来带走了<F173 聂冲>师兄和不少其他师兄弟，据说是审问有关我师父的事。那群官兵向来都是凶神恶煞，残酷暴虐，我怕聂师兄他们出什么事，<F171 你代我去看看>吧。不用管我，我已经没事了。	<F174 聂冲闭着双眼，很是疲惫的样子。>	但愿师兄他们没事。	我们纯阳弟子绝不会向这些狗官低头！	纯阳	0	0	0	1	主线	15		7	743									15																																																				7	744																																																																																																																											纯阳	123	
571	两小情深	将封伶的信交给琳儿。	我一时冲动，酿此大祸，实在有愧于心，请你<F171 转告琳儿>，我一定在龙骨崖好好思过，叫她不要担心，我……我非常谢谢她。这里有<F173 一封信>，请你<F171 交给她>。拜托你了。	实在不好意思，这么麻烦你。	封师兄怎么样了？	封师兄真傻……不过他没事就好，辛苦你了。	纯阳	0	0	0	1	主线	15		7	743									15																																								5		1										7	740																																																																																																																											纯阳	123	
572	智者之虑	询问于睿关于龙骨的事情。	龙骨崖附近发现了一具巨大的骨架，据说是<F173 龙骨>。龙骨是炼丹的上品材料，可是我没有见过。<F173 于师妹>见识广博，说不定能知道什么，你拿去去帮我问问。	龙骨，龙骨，……真是龙的骨头么？	丹药之中若加入龙骨，说不定有什么奇效。	呵呵，我就知道，除了我之外，上官师兄肯定也对龙骨很感兴趣。	纯阳	0	0	0	1	主线	15		7	743									15								573																																												7	743																																																																																																																											纯阳	123	
573	龙骨之惑	上龙骨崖收集10个龙骨碎片。	这些决计不是普通的石头……以纹路和质地来看，应该是上古某种巨兽的骨头所化。这些碎片也看不出很么端倪，这样，你且去龙骨崖，再收集<F173 十个龙骨骨片>，我或许能有所发现。	你快去啊。	研究这些东西很有意思呢。	拿来了？我好好端详端详。	纯阳	0	0	0	1	主线	15		7	713									15												574																																								7	713										5		10				1048576																																																																																																											纯阳	123	
574	沧海桑田	聆听龙骨的来历。	这些龙骨乃是远古之时，水中巨兽的骨架，你看，有些骨头上还粘着贝壳。巨兽死后，尸身被泥沙掩埋，天长日久，化作了石头。后来天地异变，大海变成山脉，龙骨也随着海底上升，藏在了山中。由此观之，巍巍华山，数万年前兴许还是一片汪洋沼泽呢。我道教传说中有一位麻姑仙子，曾数次看见沧海变成桑田，原来是真的。天地万物，无时不在变化之中啊。	龙骨之中，应该藏着很大的秘密。	龙骨之中，应该藏着很大的秘密。	天地亦在变，人更要勤奋，不断修道，提升自己啊。	纯阳	0	0	0	1	主线	15		7	713									15								573																																												7	713																																																																																																																											纯阳	123	
575	了断前缘	去紫霄宫传公主的书信给陈玄礼。	<C>，我决定从今天开始闭门谢客，潜心修道，宫里的事情我也不再会去过问了，请你将这封书信送给<F173 陈玄礼>将军，感谢这么多年来他对我的照顾，也感谢他对慕云的帮助。不过我现在只是一名普通的道士了，以后可以请他回到皇上身边去吧。	从今往后，只有郁清道人，再没有什么郁清公主了。	家、国、兄弟，怎么才能无愧于心呢？	是我对不起慕云和公主，既然这样我明日就申请回朝。	纯阳	1	0	0	1	主线			7	743																					576																																								7	744																																																																																																																											纯阳	123	
576	飞来横祸	去神策军营救秦鹤。	<F174 多谢师弟！咳咳……若非师弟出手，聂某恐怕早已丧命在这些狗官手下。哎，也不知为何，这些狗官前天晚上携圣旨来纯阳，将我们云流门下的弟子抓了个干净，带到朝阳峰这边严刑拷打……卓师叔本来要予以阻拦，却被祁师叔挡住，说我们这些叛徒被神策抓了更好……可恶……咳咳……现在大部分师兄弟都生死未卜……咳咳……秦鹤师兄被神策军单独审讯，我怕他生性偏激，会遭遇不测。在下身负重伤，行动不便，不知师弟能否帮我去救出秦师兄？>	\n那些狗官，我总有一日将他们碎尸万段。	希望大家能够平安。	我……我是不会说的……	纯阳	1	0	0	1	主线			7	744																																																													7	745																																																																																																																											纯阳	123	
577	郁清公主	去紫霄宫告诉岳晓风公主有难。	呵……是聂师弟让你来的？……他们都没事……太好了……呵呵……我是不行了……他们知道我掌管宫中的书籍，逼我说出纯阳的秘密……还让我说纯阳和东洋人有勾结……做梦！生是纯阳人，死是纯阳鬼，我绝对不做对不起纯阳的事！师弟，你快走，恐怕神策马上就会派人过来……请你转告掌门，我云流门下个个对纯阳忠心不二……绝对不是祁师叔说的叛徒……公主……对了……神策军好像意图对郁清公主不轨，快去<F173 紫霄宫>，告诉<F173 岳晓风>……	我什么都不会说的。	快去吧，不用管我。	有这等事？	纯阳	1	0	0	1	主线			7	745																																																													7	748																																																																																																																											纯阳	123	
578	多事之秋	去问上官悦关于公主的事情。	神策的人想加害公主？怪不得<F173 上官悦>这么急匆匆地跑过来……哦……她是公主的婢女，刚才和陈玄礼将军已经密谈了好久。你去跟她谈谈，公主的事，她最清楚了。	快去吧。	快急死我了。	你也知道这事了？	纯阳	1	0	0	1	主线			7	748																																																													7	749																																																																																																																											纯阳	123	
579	迷雾重重	到雾华林找霍方询问神策的事情。	发兵救驾？事情没有这么简单。郁清公主乃金枝玉叶，皇室贵胄，神策纵使有天大的胆子也不敢如何。他们这次派兵抓捕了这么多纯阳弟子，还封锁密林别院，其中肯定另有玄机。不知道和多年前那件往事有什么关联……我担心神策有什么重大阴谋。这样，别院那边我会派人监视神策的行动，我得到密报，<F173 雾华林>那边有个叫<F173 霍方>的纯阳的弟子领着师兄弟和神策军争斗，他是洛风的师弟，好像与此事有关，你去看看，然后向本帅禀报。	快去快回。	我和你们拼了，狗官！	<C>找我有何贵干？	纯阳	1	0	0	1	主线			7	747																																																													7	754																																																																																																																											纯阳	123	
580	血债血偿	杀死十个冷血卫和十个肃杀卫，然后告诉霍方。	师弟，你醒醒！你不能死，你快醒醒，我们还要一起等师父回来，你快醒醒啊！……神策的狗官，我和你们势不两立！……师弟，你都看到了，神策的狗贼泯灭人性，杀了我们这么多同门，你叫我怎么冷静。此仇不报，我誓不为人。壮士，请与助我一臂之力，用<F172 十个肃杀卫和十个冷血卫>祭奠我们遇难的同门！	血债血偿！	血债血偿！	弟兄们，你们在天之灵可以安息了！	纯阳	1	0	0	1	主线			7	754																																																													7	754																																											10		10																																																																														纯阳	123	
581	救死扶伤	去雾华林周围找十颗止血莲，交给霍方。	哦，多谢<C>相助！还有一事，不知你能否帮忙。我们很多同门在和神策对峙时受伤，现在流血不止，眼看着就不行了，而今这里全部被神策包围。以前听师兄讲，这<F173 附近山上>有一种叫止血莲的草药可以缓解伤势，还请你我去采<F173 十棵止血莲>，以救我这些苦命的师弟们。	有劳你了。	有劳你了。	多谢你了，我得赶紧给他们治伤。	纯阳	1	0	0	1	主线			7	754																																																													7	754										5		10				1048576																																																																																																											纯阳	123	
582	神秘信函	杀死神策军，从他们身上找回霍方遗失的神秘信函，交给他。	哎，希望能顺利度过这场危机。希望师兄他们……啊！我的信呢？糟糕！一定是方才激斗时被神策军捡了去。此<F173 信>非同小可，关系到我整个纯阳的命运。这可如何是好？我还要照顾受伤的师弟……在下斗胆，还请<C>再帮个忙，去<F172 神策军>那里<F171 取回信>！	上苍保佑！	上苍保佑！	太好了，要不然，我就成千古罪人了。大师父和……	纯阳	1	0	0	1	主线			7	754																																																													7	754										5		1				104858		5		1				104858																																																																																																			纯阳	123	
583	往昔恩怨	去紫霄宫向陈玄礼复命。	你刚才说是陈玄礼陈将军派你来的？那我不妨直说：前日师兄洛风秘密将我们召集起来，说师父要回来了，但不能声张，由他们几人悄悄去见师父。但他们在论剑峰按约定等了几日却没有消息，昨天突然一个东洋打扮的人来访，洛风带了几个师兄跟他走了，临走时悄悄告诉我，如果三日不回来，就去寻找一个名叫李慕云的人，但我一直找不到此人。事情就是这样，你去<F171 回禀陈将军>，我留下来照顾他们。	但愿不再有什么事发生……	消息可打探到了？	唔，原来如此……	纯阳	1	0	0	1	主线			7	754																																																													7	747																																																																																																																											纯阳	123	
584	慕云冤案	去密林别院附近寻找李慕云。	哎，慕云贤弟当年年少有为，还因为一只风筝而与公主相识。我本想撮合二人，谁知因为谋反一事……哎……其实他父亲断然拒绝了李重茂，都是神策栽赃陷害……昨日他留了封信给我，说想见公主一面又没有勇气，希望我代为说明。今天接到密报，说<F173 密林别院附近>的神策军有所骚动，怕是发现了他。本帅命你<F171 速去探查，火速回报。>	速去速回。	碧海青天夜夜心。	你是何人？	纯阳	1	0	0	1	主线			7	747																																																													7	756																																																																																																																											纯阳	123	
585	身陷重围	杀死神杀卫十五名，保护李慕云。	原来你是受陈将军所托……我不过想见公主一面，却中了神策军的埋伏，要以谋反罪抓我。当年我老父已经归隐，根本就没有与李重茂勾结，我对此事更是浑然不知。这些<F172 神杀卫>虽全然不听我解释，但为了表示诚意，我本不想反抗，他们竟趁机痛下杀手！可恶！如今我已深受重伤，还烦阁下替我抵挡一阵，我好疗伤。……不知道还能不能见到公主……	神杀卫凶狠毒辣，多加小心。	神杀卫凶狠毒辣，多加小心。	多谢<C>。	纯阳	1	0	0	1	主线			7	756																																																													7	756																																											15																																																																																纯阳	123	
586	破釜沉舟	和李慕云一起消灭二十名神杀卫。	<F172 冷血卫>！这是神策军中最为精锐，也是最灭绝人性的一支，嗜血成性。苍天，你真的不想让我再见公主一面么？……不……我必须见公主，就算死，也要告诉她我这么多年藏在心里的思念和痛苦。身陷重围之时，能得少侠相助，实乃李某人幸事，来，我们一起杀过去！	生亦何欢，死亦何苦！今日死得其所，快哉快哉！	生亦何欢，死亦何苦！今日死得其所，快哉快哉！	我只是想见心爱的人一面，却这么难。	纯阳	1	0	0	1	主线			7	756																																																													7	756																																											20																																																																																纯阳	123	
587	痛报前仇	杀死杨叶中，替李慕云复仇。	刚才那个神策士兵说他的首领是谁？\n<F172 杨叶中>！这狗贼！哈哈哈，苍天有眼啊！想当年，我们少小结交，一同入羽林，也曾同生共死，可这狗贼为了升官发财，荣华富贵，利用我家对他的信任，蓄意栽赃，我一家六十余口含冤而死……至今难以瞑目啊……我一定要亲手杀了这个狗贼！……我……可惜我如今深受重伤，形同废人，请你替我手刃这厮，为我一家报仇！大恩不言谢，李某来生再报了。	此仇不报，誓不为人。	此仇不报，誓不为人。	爹……你们的仇，报了。你们可以瞑目了！	纯阳	1	0	0	1	主线			7	756																																																													7	756																																											1																																																																																纯阳	123	
588	旧情难续	去密林别院告诉郁清公主李慕云的事。	咳咳……我不行了……公主看到我这个样子，一定很伤心。咳咳……这是当年我准备送给她的信物，西域的<F173 相思种>，可惜我不能亲手交给她了。你<F171 交给她，告诉她，我走了>……十年或者二十年之后，等大家淡忘了这件事，我就来见她，带她离开这里，去看海……永远……永远……也不分开……若能彩翼同比翼，将换来生续此生……	快去吧。	快去吧。	是慕云让你来的？他怎么样了，你告诉我，告诉我！…………\n<F174 你告诉她李慕云走了，然后把相思种递给他。>\n是他给你的……呵呵，慕云，当年我不顾父皇阻拦从皇宫搬到这凄冷的纯阳，就是为了等你……你知道吗，这么多年，我每天都为你祈福，希望你平安……我一直相信有一天你会像那一天一样，微笑着站在我面前，手里拿着我的风筝……	纯阳	1	0	0	1	主线			7	756																																																	5		1										7	755																																																																																																																											纯阳	123	
589	别院信笺	将郁清公主的信交给李忘生。	<C>，麻烦你<F171 转告><F173 李掌门>，就说我要闭门清修，从此不见外人。若能彩翼同比翼，将换来生续此生。慕云，你放心，我等你，十年，二十年，一辈子……为了你，我会好好活着。	我会好好的，活下去。慕云……	你来有何事？	哎，孽缘。	纯阳	1	0	0	1	主线			7	755																																																													7	715										5		1																																																																																																															纯阳	123	
590	天策救急	到洛阳天策府向李承恩转达李忘生的口信。	神策虽未能抓住李慕云，但必定不肯罢休。我看他们恐怕会采取更疯狂的行动。现在洛风他们又下落不明……此事恐怕更大的阴谋在里面，为师必须亲自调查了。为了纯阳安危，徒儿 ，为师给你一项重要任务，你去洛阳天策府，找李承恩将军，恐怕唯有他能平息此事了。	徒儿路上当心。	嗯，纯阳弟子？	嗯，我知道了。	纯阳	1	0	0	1	主线			7	715																																																													7	628																																																																																																																											纯阳	123	
591	静观其变	去劝劝上官悦，让她不要着急。	<F173 上官女官>太过急躁，如此恐怕更加上了神策的当。你且去<F171 劝劝她>，让她稍安毋躁，凡事本帅自有主意。	本帅要静心思索。	这个陈玄礼，一点不着急！	什么，少安毋躁？	纯阳	1	0	0	1	主线			7	747																																																													7	747																																																																																																																											纯阳	123	
592	世外高人	去雾华林附近找山石道人，告诉他公主的危机。	还让我稍安勿躁？等神策冒犯公主那就晚了！这可怎么办？啊，对了！公主有个朋友，叫<F173 山石道人>，是个神仙般的人物，本事很大，不如找他帮忙，可惜他来无影去无踪，只说公主如果要找他，可以到<F173 朝阳峰北的树林里>去。你走一趟吧。	快去快去，晚了公主饶不了你。	小道，你探头探脑的，莫非在找你相好的？	呀，上官小姑娘让你来的？这个小丫头，不知道洁癖改了没有。她的辫子也不好看，该换换。	纯阳	1	0	0	1	主线			7	749																																																													7	753																																																																																																																											纯阳	123	
593	五行奇阵	去雾华林转动暗藏的金木水火土五个机括，然后向山石道人复命。	这华山暗含天地玄妙，五行至法——不过你也听不懂，讲也白讲。你们这些年轻人，越来越浮躁，不好好修道，成天想着打打杀杀，这也是能闹着玩的么？你看你，我刚说了两句你那小嘴噘得比天都高了。哎呀，都怪你，惹我说了这么多废话。<F173 雾华林中>有<F173 金木水火土五个机括>，只要<F171 打开它们>，华山的机关就会运转，困住他们。怎么样，不错吧？	快去快去，这小家伙。	快去快去，这小家伙。	不错不错，还是我教导有方啊。啊哈哈！	纯阳	1	0	0	1	主线			7	753																																																													7	753																																																																																																																											纯阳	123	
594	宫廷秘事	了解宫廷秘事和郁清公主的故事。	古来多少神仙侣，为爱名山去复还。和我一样洒脱多好啊！哎，但世人总喜欢在恩怨中纠缠，上自天子，下达走卒，无不如是。看你相貌还凑合，我就给你讲讲那些故事吧。	不是我八卦，是这个世界上的是非太多。	不是我八卦，是这个世界上的是非太多。	这些都是秘密，一般人我不告诉他。	纯阳	1	0	0	1	主线			7	753																																																													7	753																																																																																																																											纯阳	123	
595	火漆传书	将火漆传书交给陈玄礼。	“东山翠竹映空碧，洋流西谷奔万年。郁郁彤云长空遍，清风洒落小院间。重峦险峻欲凌日，茂林幽深卧虎眠。纯光不显风云起，阳星何时耀九天？”\n<F174 这里面似乎藏有什么玄机，还是给陈玄礼将军看看吧。>		你回来了。	嗯，这封火漆好像是密函。	纯阳	1	0	0	1	主线			7			5																																															5		1										7	747																																																																																																																											纯阳	123	
596	换防密诏	去栈道找传令官夺回圣旨。	这信是从神策军身上搜来的？我要好好看看。哎呀，原来这是首藏头诗，分别是：东洋、郁清、重茂、纯阳。看样子此事错综复杂，不得不防。刚才神策派人来宣读圣旨，让我们即刻回京，此地改由神策驻防。奇怪的是传令官居然将圣旨带走，此中必有蹊跷。你去把<F172 传令官>追回，看看<F173 圣旨>是真是假。	快去，免得他跑了。	快去，免得他跑了。	本帅要好好检查检查。	纯阳	1	0	0	1	主线			7	747																																																													7	747																																																																																																																											纯阳	123	
597	冷血十三鹰	听陈玄礼介绍冷血十三鹰。	果然是伪诏！神策好大的胆子。他们此举必有不可告人的秘密。\n我刚才接到密报，神策军中最神秘的<F172 冷血十三鹰>出现了。他们各个都是身怀绝技的杀手，而且心狠手辣，我们得小心了。	冷血十三鹰，个个冷血无比。	冷血十三鹰，个个冷血无比。	你害怕了吗？	纯阳	1	0	0	1	主线			7	747																																																													7	747																																																																																																																											纯阳	123	
598	猎鹰肖月儿	杀死肖月儿，将她的猎鹰令牌交给陈玄礼。	猎鹰<F172 肖月儿>现在<F173 谷道中>，此人外貌与普通士兵无异，擅长潜踪调查，被她盯上如影附体，非常难缠，朝中很多大臣都是被她网络罪名所害。她最善于装死，去谷道中消灭神策军，如果从尸体上搜出一段<F173 红绫>，那就是<F172 肖月儿>了。只要<F171 撕碎红绫>她便会现出真身，去吧，把她的<F173 猎鹰令牌>给我取来。	要仔细分辨。	要仔细分辨。	这贱人终有此报。	纯阳	1	0	0	1	主线			7	747																																																													7	747										5		1																															1																																																																																纯阳	123	
599	血鹰胡媚儿	杀死血鹰胡媚儿，将她的血鹰令牌交给陈玄礼。	<F172 血鹰胡媚儿>擅长媚惑暗杀之术，不少军中成名将领都栽在她的石榴裙下，刚有探子来报，她正在<F173 朝阳峰巅>驻扎，去取来她的<F173 血鹰令牌>，本帅自有赏赐。	不要被她迷惑了。	不要被她迷惑了。	这淫妇，今后便无法继续害人了。	纯阳	1	0	0	1	主线			7	747																																																													7	747										5		1																															1																																																																																纯阳	123	
600	飞鹰陆寒平	杀死飞鹰陆寒平，将他的飞鹰令牌交给陈玄礼。	<F172 飞鹰陆寒平>擅长轻功跟踪，而且出手狠辣，杀人后不留痕迹，此次他亲率铁血肃杀卫前来纯阳定是为了跟踪什么重要的人物，本帅要你去探查清楚，并取回<F173 飞鹰令牌>，你可愿意？切莫大意，当心自己的小命。	要小心提防。	要小心提防。	这厮终究难逃一死。	纯阳	1	0	0	1	主线			7	747																																																													7	747										5		1																															1																																																																																纯阳	123	
601	苍鹰丘无尽	杀死苍鹰丘无尽，将他的苍鹰令牌交给陈玄礼。	<F172 苍鹰丘无尽>号称神算，最让我等头痛。他在神策军中向来有小诸葛之称，精于谋略，并不显山露水，但是却策划了很多阴谋，此次前来定非善类。他现在在<F173 密林别院外的雪竹林中>藏匿，本帅命你<F171 将他除去>，取回<F173 苍鹰令牌>。注意别上了他的套儿，否则就是一万条命也不够你死。	这厮狡诈多端，不要上了他的当。	这厮狡诈多端，不要上了他的当。	机关算尽，还是难逃一死。多行不义必自毙。	纯阳	1	0	0	1	主线			7	747																																																													7	747										5		1																															1																																																																																纯阳	123	
602	万里寻踪	将飞鹰密信交给陈玄礼。	“属下自钦犯李慕云在扬州出现以来，追踪数月，不远万里。现今钦犯已在我等控制之中，下一步行动请作指示。”<F174 李慕云？神策好像非常重视此人。不管了，还是回去问问陈将军。>		有什么事吗？	这信果然和他有关，慕云贤弟……	纯阳	1	0	0	1	主线			7			5																																			5		1																						7	747																																																																																																																											纯阳	123	
603	同心锁	帮倒霉的张子卿找到同心锁。	哎呀，去年我老婆说纯阳的香火十分灵验，拉着我来拜了神又请了个<F173 同心锁>。这个姑奶奶听那道士说下次来看如果锁还在的话就证明我们夫妻能百年好合，所以这次又把我拖过来。谁知刚才一看，我们的锁居然不见了！这事要让我老婆知道，非阉了我不可。小哥，你发发善心，<F171 快帮我找找。>	真是背运！	<C>，我老婆人不是厉害，是相当厉害！我要是找不回锁，她定会说我在外面搞外遇，然后哦一顿暴打！完了完了……	多谢多谢，这灭顶之灾终于躲过去了。这世上的男人娶老婆都要当心啊，千万别学我。	纯阳	1	0	0	1	主线			7	730																																																													7	730										5		1																																																																																																															纯阳	123	
604	畅游栈道	去栈道看看，将见闻讲给受伤的杨善保听。	你知道吗？我最大的愿望就是能畅游<F173 玉清栈道>，据说此栈道险绝天下。啊！华山，我来了！可是，我刚才为什么不小心把腿摔伤了呢？<F174 此人陷入郁闷之中。>对了，你能不能帮我<F171 去栈道看看>，给我讲讲栈道是什么样子，都有些什么好玩的东西，这样也不枉我白来一趟。	唉呦……唉呦……我的腿。	<C>，愣着干嘛，等菜啊？	<杨善保已经睡着了>	纯阳	1	0	0	1	主线			7	728																																																													7	728																																																																																																																											纯阳	123	
605	受伤的弟子	帮谢晓元找5棵雪珠草疗伤。	呜呜呜……啊？你是哪一派的弟子，我怎么以前没有见过你？你不会是那帮家伙一起的吧？呜呜呜，那些家伙总是我说是没人要的野孩子，是叛徒。我想找师父，师父不见了，师兄们也都不知道哪里去了，我晚上跑出来找他们，结果遇到了好多狼，逃的时候又摔伤了腿，呜呜呜，我不知道怎么办？以前听师兄说附近<F173 雪珠草>的可以疗伤，你能不能帮我找些来，好疼啊。	呜呜呜，师父啊，师兄，你们都到哪里去了？	呜呜呜，师父啊，师兄，你们都到哪里去了？	谢谢你，你真是个大好人，这里的人都欺负我，只有你和师父师兄对我好。	纯阳	1	0	0	1	主线			7																																																														7											5		5				1048576																																																																																																											纯阳	123	
606	洛风一脉	听谢晓元诉说心事。	我师父叫<F173 洛风，>和住在一起的还有几个师兄叫<F173 封伶、聂风，>他们都可好了。听说我师父还有个顶顶有名的师父，但是不知道为什么离开了，很多坏人都说他是叛徒，我就不信，不过其他门的师兄弟们都相信，像<F173 上官大师父、祁进大师父>。其他门的弟子们经常欺负我们，并说我们是纯阳的叛徒，呜呜呜，师父，我们好冤枉啊。	呜呜呜，我们的命好苦。	呜呜呜，我们的命好苦。	谢谢你听我说了这么多，好久没人愿意听我讲这些了。	纯阳	1	0	0	1	主线			7																																																														7																																																																																																																												纯阳	123	
607	悲惨身世	去向祁进、于睿、李忘生询问关于洛风的情况。	师父师兄他们已经离开好几天了，一点消息都没有。我好着急。你能不能帮我<F171 去问问几位大师父和掌门师父>，他们到底现在在什么地方？	老天保佑，师父他们一定要平安！	多事之秋，该来的始终要来，躲也躲不掉。	这孩子也是够可怜的，都是冤孽啊！此事我自有安排，你先不用插手了。	纯阳	1	0	0	1	主线			7																																																														7	715																																																																																																																											纯阳	123	
608	濯洗青牛	去帮燕小霞濯洗老君宫后面的青牛。	<F173 青牛>乃道德天尊太上老君老子的坐骑，是我道教非常非常非常重要的神物哦。所以师父才把如此大任交给我，要我每日都要用清水濯洗青牛。师父说了，这虽是件小事，却是一件非常重要、很有意义的事情！我这人很仗义的，这样的机会一定要留给你，算我照顾你的。别这样感激地看着我了，快去<F171 清洗青牛>吧。	濯洗青牛能表示你向道的觉悟。	濯洗青牛能表示你学道的热忱。	嗯，濯洗青牛表示了你对大道的虔诚。你一定收获很多吧。	纯阳	1	0	0	1	主线			7	763																																																	5		1										7	763																																																																																																																											纯阳	123	
