ID	Desc	Persist	Group	Level	Category	Category1	Category2	Category3	Capability	Stack	ErrProc	Precond	SpecialStack	Sync	Save	Delay	Plus	Send	Death	Offline	DelayAdd	Icon	ReplaceRes	OnceRes	HeadRes	BodyRes	BottomRes	OnlySoundRes	SoundRes	ie1	ie2	ie3	ie4	ie5	pe1	pe2	pe3	pe4	pe5
7315	咒法：4-5\n灵：+18\n体：+21\n命中+100\n装备：使你咒法会心一击的几率+1%	-1	21315	1	0				-1	1000			0	0	0	0	0	0	0				-1							4071	4072								
7316	咒法：4-5\n灵：+17\n体：+20	-1	21316	1	0				-1	1000			0	0	0	0	0	0	0				-1							4073									
7317	咒法：5-5\n灵：+23\n体：+24	-1	21317	1	0				-1	1000			0	0	0	0	0	0	0				-1							4074									
7318	咒法：4-7\n灵：+24\n体：+25	-1	21318	1	0				-1	1000			0	0	0	0	0	0	0				-1							4075									
7319	咒法：2-9\n灵：+25\n体：+26\n装备：使你咒法会心一击的几率+1%	-1	21319	1	0				-1	1000			0	0	0	0	0	0	0				-1							4076									
7320	咒法：4-5\n灵：+17\n体：+20	-1	21320	1	0				-1	1000			0	0	0	0	0	0	0				-1							4077									
7321	咒法：5-5\n灵：+23\n体：+24	-1	21321	1	0				-1	1000			0	0	0	0	0	0	0				-1							4078									
7322	咒法：4-7\n灵：+24\n体：+25	-1	21322	1	0				-1	1000			0	0	0	0	0	0	0				-1							4079									
7323	咒法：2-9\n灵：+25\n体：+26\n装备：使你咒法会心一击的几率+1%	-1	21323	1	0				-1	1000			0	0	0	0	0	0	0				-1							4080									
7324	咒法：4-5\n灵：+19\n体：+22	-1	21324	1	0				-1	1000			0	0	0	0	0	0	0				-1							4081									
7325	咒法：5-5\n灵：+27\n体：+28	-1	21325	1	0				-1	1000			0	0	0	0	0	0	0				-1							4082									
7326	咒法：4-7\n灵：+28\n体：+29	-1	21326	1	0				-1	1000			0	0	0	0	0	0	0				-1							4083									
7327	咒法：2-9\n灵：+29\n体：+30\n装备：使你咒法会心一击的几率+1%	-1	21327	1	0				-1	1000			0	0	0	0	0	0	0				-1							4084									
7328	咒法：4-5\n灵：+19\n体：+22	-1	21328	1	0				-1	1000			0	0	0	0	0	0	0				-1							4085									
7329	咒法：5-5\n灵：+27\n体：+28	-1	21329	1	0				-1	1000			0	0	0	0	0	0	0				-1							4086									
7330	咒法：4-7\n灵：+28\n体：+29	-1	21330	1	0				-1	1000			0	0	0	0	0	0	0				-1							4087									
7331	咒法：2-9\n灵：+29\n体：+30\n装备：使你咒法会心一击的几率+1%	-1	21331	1	0				-1	1000			0	0	0	0	0	0	0				-1							4088									
7332	攻击：0-1\n咒法：0-1	-1	21332	1	0				-1	1000			0	0	0	0	0	0	0				-1							4089									
7333	攻击：1-1\n咒法：0-1	-1	21333	1	0				-1	1000			0	0	0	0	0	0	0				-1							4090									
7334	攻击：1-1\n咒法：1-1\n体：+1	-1	21334	1	0				-1	1000			0	0	0	0	0	0	0				-1							4091									
7335	攻击：0-2\n咒法：1-1\n灵：+1\n体：+2	-1	21335	1	0				-1	1000			0	0	0	0	0	0	0				-1							4092									
7336	攻击：0-2\n咒法：0-2\n灵：+2\n体：+4	-1	21336	1	0				-1	1000			0	0	0	0	0	0	0				-1							4093									
7337	攻击：0-1\n咒法：0-1\n灵：+1\n体：+1	-1	21337	1	0				-1	1000			0	0	0	0	0	0	0				-1							4094									
7338	攻击：1-1\n咒法：1-1\n灵：+1\n体：+1	-1	21338	1	0				-1	1000			0	0	0	0	0	0	0				-1							4095	4096								
7339	攻击：0-2\n咒法：1-1\n灵：+1\n体：+2	-1	21339	1	0				-1	1000			0	0	0	0	0	0	0				-1							4097									
7340	攻击：0-2\n咒法：0-2\n灵：+2\n体：+3	-1	21340	1	0				-1	1000			0	0	0	0	0	0	0				-1							4098									
7341	攻击：1-2\n咒法：0-2\n灵：+3\n体：+5	-1	21341	1	0				-1	1000			0	0	0	0	0	0	0				-1							4099									
7342	攻击：0-3\n咒法：0-2\n灵：+5\n体：+8	-1	21342	1	0				-1	1000			0	0	0	0	0	0	0				-1							4100									
7343	攻击：2-3\n咒法：1-2\n灵：+9\n体：+14	-1	21343	1	0				-1	1000			0	0	0	0	0	0	0				-1							4101	4102								
7344	攻击：2-4\n咒法：0-3\n灵：+12\n体：+18\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21344	1	0				-1	1000			0	0	0	0	0	0	0				-1							4103	4104								
7345	攻击：0-1\n咒法：0-2\n灵：+1\n体：+2\n命中+50	-1	21345	1	0				-1	1000			0	0	0	0	0	0	0				-1							4105									
7346	攻击：1-1\n咒法：1-2\n灵：+1\n体：+2\n命中+50	-1	21346	1	0				-1	1000			0	0	0	0	0	0	0				-1							4106	4107								
7347	攻击：1-2\n咒法：1-2\n灵：+2\n体：+2\n命中+50	-1	21347	1	0				-1	1000			0	0	0	0	0	0	0				-1							4108	4109								
7348	攻击：0-3\n咒法：0-3\n灵：+3\n体：+5\n命中+50	-1	21348	1	0				-1	1000			0	0	0	0	0	0	0				-1							4110									
7349	攻击：1-3\n咒法：0-3\n灵：+3\n体：+6\n命中+50	-1	21349	1	0				-1	1000			0	0	0	0	0	0	0				-1							4111	4112								
7350	攻击：1-3\n咒法：1-3\n灵：+5\n体：+9\n命中+50	-1	21350	1	0				-1	1000			0	0	0	0	0	0	0				-1							4113	4114								
7351	攻击：1-4\n咒法：1-3\n灵：+10\n体：+15\n命中+50	-1	21351	1	0				-1	1000			0	0	0	0	0	0	0				-1							4115	4116								
7352	攻击：1-5\n咒法：1-3\n灵：+13\n体：+20\n命中+50\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21352	1	0				-1	1000			0	0	0	0	0	0	0				-1							4117	4118								
7353	攻击：0-2\n咒法：0-2\n灵：+1\n体：+3\n命中+100	-1	21353	1	0				-1	1000			0	0	0	0	0	0	0				-1							4119									
7354	攻击：1-2\n咒法：1-2\n灵：+1\n体：+3\n命中+100	-1	21354	1	0				-1	1000			0	0	0	0	0	0	0				-1							4120	4121								
7355	攻击：1-3\n咒法：0-3\n灵：+2\n体：+4\n命中+100	-1	21355	1	0				-1	1000			0	0	0	0	0	0	0				-1							4122	4123								
7356	攻击：1-3\n咒法：1-3\n灵：+3\n体：+6\n命中+100	-1	21356	1	0				-1	1000			0	0	0	0	0	0	0				-1							4124	4125								
7357	攻击：1-3\n咒法：0-4\n灵：+3\n体：+7\n命中+100	-1	21357	1	0				-1	1000			0	0	0	0	0	0	0				-1							4126	4127								
7358	攻击：1-4\n咒法：0-4\n灵：+6\n体：+10\n命中+100	-1	21358	1	0				-1	1000			0	0	0	0	0	0	0				-1							4128	4129								
7359	攻击：1-5\n咒法：0-4\n灵：+10\n体：+16\n命中+100	-1	21359	1	0				-1	1000			0	0	0	0	0	0	0				-1							4130	4131								
7360	攻击：1-6\n咒法：0-4\n灵：+14\n体：+22\n命中+100\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21360	1	0				-1	1000			0	0	0	0	0	0	0				-1							4132	4133								
7361	攻击：1-6\n咒法：0-4\n灵：+11\n体：+22	-1	21361	1	0				-1	1000			0	0	0	0	0	0	0				-1							4134									
7362	攻击：3-6\n咒法：1-3\n灵：+13\n体：+26	-1	21362	1	0				-1	1000			0	0	0	0	0	0	0				-1							4135	4136								
7363	攻击：4-6\n咒法：1-3\n灵：+14\n体：+27	-1	21363	1	0				-1	1000			0	0	0	0	0	0	0				-1							4137	4138								
7364	攻击：3-8\n咒法：1-4\n灵：+15\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21364	1	0				-1	1000			0	0	0	0	0	0	0				-1							4139	4140								
7365	攻击：1-6\n咒法：0-4\n灵：+11\n体：+22	-1	21365	1	0				-1	1000			0	0	0	0	0	0	0				-1							4141									
7366	攻击：3-6\n咒法：1-3\n灵：+13\n体：+26	-1	21366	1	0				-1	1000			0	0	0	0	0	0	0				-1							4142	4143								
7367	攻击：4-6\n咒法：1-3\n灵：+14\n体：+27	-1	21367	1	0				-1	1000			0	0	0	0	0	0	0				-1							4144	4145								
7368	攻击：3-8\n咒法：1-4\n灵：+15\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21368	1	0				-1	1000			0	0	0	0	0	0	0				-1							4146	4147								
7369	攻击：2-6\n咒法：1-4\n灵：+17\n体：+22	-1	21369	1	0				-1	1000			0	0	0	0	0	0	0				-1							4148	4149								
7370	攻击：3-6\n咒法：2-4\n灵：+22\n体：+26	-1	21370	1	0				-1	1000			0	0	0	0	0	0	0				-1							4150	4151								
7371	攻击：4-6\n咒法：1-4\n灵：+23\n体：+27	-1	21371	1	0				-1	1000			0	0	0	0	0	0	0				-1							4152	4153								
7372	攻击：2-9\n咒法：0-5\n灵：+24\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21372	1	0				-1	1000			0	0	0	0	0	0	0				-1							4154	4155								
7373	攻击：2-6\n咒法：1-4\n灵：+17\n体：+22	-1	21373	1	0				-1	1000			0	0	0	0	0	0	0				-1							4156	4157								
7374	攻击：3-6\n咒法：2-4\n灵：+22\n体：+26	-1	21374	1	0				-1	1000			0	0	0	0	0	0	0				-1							4158	4159								
7375	攻击：4-6\n咒法：1-4\n灵：+23\n体：+27	-1	21375	1	0				-1	1000			0	0	0	0	0	0	0				-1							4160	4161								
7376	攻击：2-9\n咒法：0-5\n灵：+24\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21376	1	0				-1	1000			0	0	0	0	0	0	0				-1							4162	4163								
7377	攻击：0-1	-1	21377	1	0				-1	1000			0	0	0	0	0	0	0				-1							4164									
7378	攻击：1-1	-1	21378	1	0				-1	1000			0	0	0	0	0	0	0				-1							4165									
7379	攻击：0-2\n体：+1	-1	21379	1	0				-1	1000			0	0	0	0	0	0	0				-1							4166									
7380	攻击：1-2\n灵：+1\n体：+2	-1	21380	1	0				-1	1000			0	0	0	0	0	0	0				-1							4167									
7381	攻击：0-3\n灵：+2\n体：+5	-1	21381	1	0				-1	1000			0	0	0	0	0	0	0				-1							4168									
7382	攻击：0-1\n灵：+1\n体：+1	-1	21382	1	0				-1	1000			0	0	0	0	0	0	0				-1							4169									
7383	攻击：1-1\n灵：+1\n体：+1	-1	21383	1	0				-1	1000			0	0	0	0	0	0	0				-1							4170									
7384	攻击：0-2\n灵：+1\n体：+2	-1	21384	1	0				-1	1000			0	0	0	0	0	0	0				-1							4171									
7385	攻击：1-2\n灵：+2\n体：+3	-1	21385	1	0				-1	1000			0	0	0	0	0	0	0				-1							4172									
7386	攻击：1-3\n灵：+3\n体：+6	-1	21386	1	0				-1	1000			0	0	0	0	0	0	0				-1							4173									
7387	攻击：2-3\n灵：+5\n体：+10	-1	21387	1	0				-1	1000			0	0	0	0	0	0	0				-1							4174									
7388	攻击：3-3\n灵：+8\n体：+16	-1	21388	1	0				-1	1000			0	0	0	0	0	0	0				-1							4175									
7389	攻击：3-4\n灵：+11\n体：+21\n装备：使你物理会心一击的几率+1%	-1	21389	1	0				-1	1000			0	0	0	0	0	0	0				-1							4176									
7390	攻击：1-1\n灵：+1\n体：+2\n命中+50	-1	21390	1	0				-1	1000			0	0	0	0	0	0	0				-1							4177									
7391	攻击：1-2\n灵：+1\n体：+2\n命中+50	-1	21391	1	0				-1	1000			0	0	0	0	0	0	0				-1							4178									
7392	攻击：0-3\n灵：+2\n体：+3\n命中+50	-1	21392	1	0				-1	1000			0	0	0	0	0	0	0				-1							4179									
7393	攻击：1-3\n灵：+3\n体：+4\n命中+50	-1	21393	1	0				-1	1000			0	0	0	0	0	0	0				-1							4180									
7394	攻击：1-4\n灵：+3\n体：+7\n命中+50	-1	21394	1	0				-1	1000			0	0	0	0	0	0	0				-1							4181									
7395	攻击：1-5\n灵：+5\n体：+11\n命中+50	-1	21395	1	0				-1	1000			0	0	0	0	0	0	0				-1							4182									
7396	攻击：3-4\n灵：+9\n体：+18\n命中+50	-1	21396	1	0				-1	1000			0	0	0	0	0	0	0				-1							4183									
7397	攻击：3-5\n灵：+12\n体：+24\n命中+50\n装备：使你物理会心一击的几率+1%	-1	21397	1	0				-1	1000			0	0	0	0	0	0	0				-1							4184	4185								
7398	攻击：0-2\n灵：+2\n体：+3\n命中+100	-1	21398	1	0				-1	1000			0	0	0	0	0	0	0				-1							4186									
7399	攻击：0-3\n灵：+2\n体：+3\n命中+100	-1	21399	1	0				-1	1000			0	0	0	0	0	0	0				-1							4187									
7400	攻击：0-4\n灵：+2\n体：+4\n命中+100	-1	21400	1	0				-1	1000			0	0	0	0	0	0	0				-1							4188									
7401	攻击：1-4\n灵：+4\n体：+5\n命中+100	-1	21401	1	0				-1	1000			0	0	0	0	0	0	0				-1							4189									
7402	攻击：1-5\n灵：+3\n体：+8\n命中+100	-1	21402	1	0				-1	1000			0	0	0	0	0	0	0				-1							4190									
7403	攻击：1-6\n灵：+6\n体：+12\n命中+100	-1	21403	1	0				-1	1000			0	0	0	0	0	0	0				-1							4191									
7404	攻击：4-4\n灵：+10\n体：+20\n命中+100	-1	21404	1	0				-1	1000			0	0	0	0	0	0	0				-1							4192									
7405	攻击：4-5\n灵：+13\n体：+26\n命中+100\n装备：使你物理会心一击的几率+1%	-1	21405	1	0				-1	1000			0	0	0	0	0	0	0				-1							4193	4194								
7406	攻击：4-5\n灵：+16\n体：+26	-1	21406	1	0				-1	1000			0	0	0	0	0	0	0				-1							4195									
7407	攻击：5-5\n灵：+20\n体：+31	-1	21407	1	0				-1	1000			0	0	0	0	0	0	0				-1							4196									
7408	攻击：4-7\n灵：+21\n体：+32	-1	21408	1	0				-1	1000			0	0	0	0	0	0	0				-1							4197									
7409	攻击：2-9\n灵：+22\n体：+33\n装备：使你物理会心一击的几率+1%	-1	21409	1	0				-1	1000			0	0	0	0	0	0	0				-1							4198									
7410	攻击：4-5\n灵：+16\n体：+26	-1	21410	1	0				-1	1000			0	0	0	0	0	0	0				-1							4199									
7411	攻击：5-5\n灵：+20\n体：+31	-1	21411	1	0				-1	1000			0	0	0	0	0	0	0				-1							4200									
7412	攻击：4-7\n灵：+21\n体：+32	-1	21412	1	0				-1	1000			0	0	0	0	0	0	0				-1							4201									
7413	攻击：2-9\n灵：+22\n体：+33\n装备：使你物理会心一击的几率+1%	-1	21413	1	0				-1	1000			0	0	0	0	0	0	0				-1							4202									
7414	攻击：4-5\n灵：+11\n体：+26	-1	21414	1	0				-1	1000			0	0	0	0	0	0	0				-1							4203									
7415	攻击：5-5\n灵：+13\n体：+31	-1	21415	1	0				-1	1000			0	0	0	0	0	0	0				-1							4204									
7416	攻击：4-7\n灵：+14\n体：+32	-1	21416	1	0				-1	1000			0	0	0	0	0	0	0				-1							4205									
7417	攻击：2-9\n灵：+15\n体：+33\n装备：使你物理会心一击的几率+1%	-1	21417	1	0				-1	1000			0	0	0	0	0	0	0				-1							4206									
7418	攻击：4-5\n灵：+11\n体：+26	-1	21418	1	0				-1	1000			0	0	0	0	0	0	0				-1							4207									
7419	攻击：5-5\n灵：+13\n体：+31	-1	21419	1	0				-1	1000			0	0	0	0	0	0	0				-1							4208									
7420	攻击：4-7\n灵：+14\n体：+32	-1	21420	1	0				-1	1000			0	0	0	0	0	0	0				-1							4209									
7421	攻击：2-9\n灵：+15\n体：+33\n装备：使你物理会心一击的几率+1%	-1	21421	1	0				-1	1000			0	0	0	0	0	0	0				-1							4210									
7422	咒法：0-1	-1	21422	1	0				-1	1000			0	0	0	0	0	0	0				-1							4211									
7423	咒法：1-1	-1	21423	1	0				-1	1000			0	0	0	0	0	0	0				-1							4212									
7424	咒法：0-2\n体：+1	-1	21424	1	0				-1	1000			0	0	0	0	0	0	0				-1							4213									
7425	咒法：1-2\n灵：+1\n体：+1	-1	21425	1	0				-1	1000			0	0	0	0	0	0	0				-1							4214									
7426	咒法：0-3\n灵：+2\n体：+3	-1	21426	1	0				-1	1000			0	0	0	0	0	0	0				-1							4215									
7427	咒法：0-1\n灵：+1\n体：+1	-1	21427	1	0				-1	1000			0	0	0	0	0	0	0				-1							4216									
7428	咒法：1-1\n灵：+1\n体：+1	-1	21428	1	0				-1	1000			0	0	0	0	0	0	0				-1							4217									
7429	咒法：0-2\n灵：+1\n体：+2	-1	21429	1	0				-1	1000			0	0	0	0	0	0	0				-1							4218									
7430	咒法：1-2\n灵：+2\n体：+3	-1	21430	1	0				-1	1000			0	0	0	0	0	0	0				-1							4219									
7431	咒法：1-3\n灵：+3\n体：+4	-1	21431	1	0				-1	1000			0	0	0	0	0	0	0				-1							4220									
7432	咒法：2-3\n灵：+5\n体：+7	-1	21432	1	0				-1	1000			0	0	0	0	0	0	0				-1							4221									
7433	咒法：2-4\n灵：+10\n体：+13	-1	21433	1	0				-1	1000			0	0	0	0	0	0	0				-1							4222									
7434	咒法：2-5\n灵：+15\n体：+17	-1	21434	1	0				-1	1000			0	0	0	0	0	0	0				-1							4223									
7435	咒法：1-1\n灵：+1\n体：+2\n命中+50\n装备：使你咒法会心一击的几率+1%	-1	21435	1	0				-1	1000			0	0	0	0	0	0	0				-1							4224	4225								
7436	咒法：1-2\n灵：+1\n体：+2\n命中+50	-1	21436	1	0				-1	1000			0	0	0	0	0	0	0				-1							4226									
7437	咒法：0-3\n灵：+1\n体：+3\n命中+50	-1	21437	1	0				-1	1000			0	0	0	0	0	0	0				-1							4227									
7438	咒法：1-3\n灵：+2\n体：+3\n命中+50	-1	21438	1	0				-1	1000			0	0	0	0	0	0	0				-1							4228									
7439	咒法：1-4\n灵：+3\n体：+5\n命中+50	-1	21439	1	0				-1	1000			0	0	0	0	0	0	0				-1							4229									
7440	咒法：1-5\n灵：+6\n体：+8\n命中+50	-1	21440	1	0				-1	1000			0	0	0	0	0	0	0				-1							4230									
7441	咒法：2-5\n灵：+11\n体：+14\n命中+50	-1	21441	1	0				-1	1000			0	0	0	0	0	0	0				-1							4231									
7442	咒法：2-6\n灵：+17\n体：+19\n命中+50	-1	21442	1	0				-1	1000			0	0	0	0	0	0	0				-1							4232									
7443	咒法：0-2\n灵：+1\n体：+3\n命中+100\n装备：使你咒法会心一击的几率+1%	-1	21443	1	0				-1	1000			0	0	0	0	0	0	0				-1							4233									
7444	咒法：0-3\n灵：+1\n体：+3\n命中+100	-1	21444	1	0				-1	1000			0	0	0	0	0	0	0				-1							4234									
7445	咒法：0-4\n灵：+2\n体：+4\n命中+100	-1	21445	1	0				-1	1000			0	0	0	0	0	0	0				-1							4235									
7446	咒法：1-4\n灵：+2\n体：+4\n命中+100	-1	21446	1	0				-1	1000			0	0	0	0	0	0	0				-1							4236									
7447	咒法：1-5\n灵：+3\n体：+6\n命中+100	-1	21447	1	0				-1	1000			0	0	0	0	0	0	0				-1							4237									
7448	咒法：1-6\n灵：+6\n体：+9\n命中+100	-1	21448	1	0				-1	1000			0	0	0	0	0	0	0				-1							4238									
7449	咒法：4-4\n灵：+12\n体：+15\n命中+100	-1	21449	1	0				-1	1000			0	0	0	0	0	0	0				-1							4239									
7450	咒法：4-5\n灵：+18\n体：+21\n命中+100\n装备：使你咒法会心一击的几率+1%	-1	21450	1	0				-1	1000			0	0	0	0	0	0	0				-1							4240	4241								
7451	咒法：4-5\n灵：+17\n体：+20	-1	21451	1	0				-1	1000			0	0	0	0	0	0	0				-1							4242									
7452	咒法：5-5\n灵：+23\n体：+24	-1	21452	1	0				-1	1000			0	0	0	0	0	0	0				-1							4243									
7453	咒法：4-7\n灵：+24\n体：+25	-1	21453	1	0				-1	1000			0	0	0	0	0	0	0				-1							4244									
7454	咒法：2-9\n灵：+25\n体：+26\n装备：使你咒法会心一击的几率+1%	-1	21454	1	0				-1	1000			0	0	0	0	0	0	0				-1							4245									
7455	咒法：4-5\n灵：+17\n体：+20	-1	21455	1	0				-1	1000			0	0	0	0	0	0	0				-1							4246									
7456	咒法：5-5\n灵：+23\n体：+24	-1	21456	1	0				-1	1000			0	0	0	0	0	0	0				-1							4247									
7457	咒法：4-7\n灵：+24\n体：+25	-1	21457	1	0				-1	1000			0	0	0	0	0	0	0				-1							4248									
7458	咒法：2-9\n灵：+25\n体：+26\n装备：使你咒法会心一击的几率+1%	-1	21458	1	0				-1	1000			0	0	0	0	0	0	0				-1							4249									
7459	咒法：4-5\n灵：+19\n体：+22	-1	21459	1	0				-1	1000			0	0	0	0	0	0	0				-1							4250									
7460	咒法：5-5\n灵：+27\n体：+28	-1	21460	1	0				-1	1000			0	0	0	0	0	0	0				-1							4251									
7461	咒法：4-7\n灵：+28\n体：+29	-1	21461	1	0				-1	1000			0	0	0	0	0	0	0				-1							4252									
7462	咒法：2-9\n灵：+29\n体：+30\n装备：使你咒法会心一击的几率+1%	-1	21462	1	0				-1	1000			0	0	0	0	0	0	0				-1							4253									
7463	咒法：4-5\n灵：+19\n体：+22	-1	21463	1	0				-1	1000			0	0	0	0	0	0	0				-1							4254									
7464	咒法：5-5\n灵：+27\n体：+28	-1	21464	1	0				-1	1000			0	0	0	0	0	0	0				-1							4255									
7465	咒法：4-7\n灵：+28\n体：+29	-1	21465	1	0				-1	1000			0	0	0	0	0	0	0				-1							4256									
7466	咒法：2-9\n灵：+29\n体：+30\n装备：使你咒法会心一击的几率+1%	-1	21466	1	0				-1	1000			0	0	0	0	0	0	0				-1							4257									
7467	攻击：0-1\n咒法：0-1	-1	21467	1	0				-1	1000			0	0	0	0	0	0	0				-1							4258									
7468	攻击：1-1\n咒法：0-1	-1	21468	1	0				-1	1000			0	0	0	0	0	0	0				-1							4259									
7469	攻击：1-1\n咒法：1-1\n体：+1	-1	21469	1	0				-1	1000			0	0	0	0	0	0	0				-1							4260									
7470	攻击：0-2\n咒法：1-1\n灵：+1\n体：+2	-1	21470	1	0				-1	1000			0	0	0	0	0	0	0				-1							4261									
7471	攻击：0-2\n咒法：0-2\n灵：+2\n体：+4	-1	21471	1	0				-1	1000			0	0	0	0	0	0	0				-1							4262									
7472	攻击：0-1\n咒法：0-1\n灵：+1\n体：+1	-1	21472	1	0				-1	1000			0	0	0	0	0	0	0				-1							4263									
7473	攻击：1-1\n咒法：1-1\n灵：+1\n体：+1	-1	21473	1	0				-1	1000			0	0	0	0	0	0	0				-1							4264	4265								
7474	攻击：0-2\n咒法：1-1\n灵：+1\n体：+2	-1	21474	1	0				-1	1000			0	0	0	0	0	0	0				-1							4266									
7475	攻击：0-2\n咒法：0-2\n灵：+2\n体：+3	-1	21475	1	0				-1	1000			0	0	0	0	0	0	0				-1							4267									
7476	攻击：1-2\n咒法：0-2\n灵：+3\n体：+5	-1	21476	1	0				-1	1000			0	0	0	0	0	0	0				-1							4268									
7477	攻击：0-3\n咒法：0-2\n灵：+5\n体：+8	-1	21477	1	0				-1	1000			0	0	0	0	0	0	0				-1							4269									
7478	攻击：2-3\n咒法：1-2\n灵：+9\n体：+14	-1	21478	1	0				-1	1000			0	0	0	0	0	0	0				-1							4270	4271								
7479	攻击：2-4\n咒法：0-3\n灵：+12\n体：+18\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21479	1	0				-1	1000			0	0	0	0	0	0	0				-1							4272	4273								
7480	攻击：0-1\n咒法：0-2\n灵：+1\n体：+2\n命中+50	-1	21480	1	0				-1	1000			0	0	0	0	0	0	0				-1							4274									
7481	攻击：1-1\n咒法：1-2\n灵：+1\n体：+2\n命中+50	-1	21481	1	0				-1	1000			0	0	0	0	0	0	0				-1							4275	4276								
7482	攻击：1-2\n咒法：1-2\n灵：+2\n体：+2\n命中+50	-1	21482	1	0				-1	1000			0	0	0	0	0	0	0				-1							4277	4278								
7483	攻击：0-3\n咒法：0-3\n灵：+3\n体：+5\n命中+50	-1	21483	1	0				-1	1000			0	0	0	0	0	0	0				-1							4279									
7484	攻击：1-3\n咒法：0-3\n灵：+3\n体：+6\n命中+50	-1	21484	1	0				-1	1000			0	0	0	0	0	0	0				-1							4280	4281								
7485	攻击：1-3\n咒法：1-3\n灵：+5\n体：+9\n命中+50	-1	21485	1	0				-1	1000			0	0	0	0	0	0	0				-1							4282	4283								
7486	攻击：1-4\n咒法：1-3\n灵：+10\n体：+15\n命中+50	-1	21486	1	0				-1	1000			0	0	0	0	0	0	0				-1							4284	4285								
7487	攻击：1-5\n咒法：1-3\n灵：+13\n体：+20\n命中+50\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21487	1	0				-1	1000			0	0	0	0	0	0	0				-1							4286	4287								
7488	攻击：0-2\n咒法：0-2\n灵：+1\n体：+3\n命中+100	-1	21488	1	0				-1	1000			0	0	0	0	0	0	0				-1							4288									
7489	攻击：1-2\n咒法：1-2\n灵：+1\n体：+3\n命中+100	-1	21489	1	0				-1	1000			0	0	0	0	0	0	0				-1							4289	4290								
7490	攻击：1-3\n咒法：0-3\n灵：+2\n体：+4\n命中+100	-1	21490	1	0				-1	1000			0	0	0	0	0	0	0				-1							4291	4292								
7491	攻击：1-3\n咒法：1-3\n灵：+3\n体：+6\n命中+100	-1	21491	1	0				-1	1000			0	0	0	0	0	0	0				-1							4293	4294								
7492	攻击：1-3\n咒法：0-4\n灵：+3\n体：+7\n命中+100	-1	21492	1	0				-1	1000			0	0	0	0	0	0	0				-1							4295	4296								
7493	攻击：1-4\n咒法：0-4\n灵：+6\n体：+10\n命中+100	-1	21493	1	0				-1	1000			0	0	0	0	0	0	0				-1							4297	4298								
7494	攻击：1-5\n咒法：0-4\n灵：+10\n体：+16\n命中+100	-1	21494	1	0				-1	1000			0	0	0	0	0	0	0				-1							4299	4300								
7495	攻击：1-6\n咒法：0-4\n灵：+14\n体：+22\n命中+100\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21495	1	0				-1	1000			0	0	0	0	0	0	0				-1							4301	4302								
7496	攻击：1-6\n咒法：0-4\n灵：+11\n体：+22	-1	21496	1	0				-1	1000			0	0	0	0	0	0	0				-1							4303									
7497	攻击：3-6\n咒法：1-3\n灵：+13\n体：+26	-1	21497	1	0				-1	1000			0	0	0	0	0	0	0				-1							4304	4305								
7498	攻击：4-6\n咒法：1-3\n灵：+14\n体：+27	-1	21498	1	0				-1	1000			0	0	0	0	0	0	0				-1							4306	4307								
7499	攻击：3-8\n咒法：1-4\n灵：+15\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21499	1	0				-1	1000			0	0	0	0	0	0	0				-1							4308	4309								
7500	攻击：1-6\n咒法：0-4\n灵：+11\n体：+22	-1	21500	1	0				-1	1000			0	0	0	0	0	0	0				-1							4310									
7501	攻击：3-6\n咒法：1-3\n灵：+13\n体：+26	-1	21501	1	0				-1	1000			0	0	0	0	0	0	0				-1							4311	4312								
7502	攻击：4-6\n咒法：1-3\n灵：+14\n体：+27	-1	21502	1	0				-1	1000			0	0	0	0	0	0	0				-1							4313	4314								
7503	攻击：3-8\n咒法：1-4\n灵：+15\n体：+28\n装备：使你物理会心一击的几率+1%\n装备：使你咒法会心一击的几率+1%	-1	21503	1	0				-1	1000			0	0	0	0	0	0	0				-1							4315	4316								
7504	攻击：2-6\n咒法：1-4\n灵：+17\n体：+22	-1	21504	1	0				-1	1000			0	0	0	0	0	0	0				-1							4317	4318								
7505	攻击：3-6\n咒法：2-4\n灵：+22\n体：+26	-1	21505	1	0				-1	1000			0	0	0	0	0	0	0				-1							4319	4374								
7506	攻击：4-6\n咒法：1-4\n灵：+23\n体：+27	-1	21506	1	0				-1	1000			0	0	0	0	0	0	0				-1							4375	4376								
