SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	LRSkill	DelType	IsAura	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	MisslesForm	MissleMoveKind	MissleSpeed	MissleLifeTime	MissleHeight	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	AttackTargetType	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	AddBaseDamage	SkillType	InitialStatus	SkillSeries	DamageType	DamageTargetType	DamageVal	NpcPercent	SkillDesc	SkillLevel	IncorBuffId	IncorBAvailRating	IncorBTarget	CorBuffId	CorBAvailRating	CorBTarget	Group	Category	Category1	Category2	Category3	Barrier	AddCriProb	CriDamage	MostAffNum	CastSpeed	DoHurt	ToolTipsView	ReqView	DescView	SummonNpcId	TrapId	AddToListInit	IsTalismanSkill	IsSwitchSkill	CostItem	Threat	CommonCoolDown	LevelUpBuffId	CostSkillExp	TargetFilterInfo	InvokeHideSkillId
灵狐	内丹(灵狐)	1187		0										480																		0	20		0	81		1																									-1	3	-1	4	0	48	120		4							81		5			8		200		0											-20					
灵狐	内丹(灵狐)	1188		0										480																		0	25		0	81		1																									-1	3	-1	4	0	60	120		5							81		5			8		200		0											-25					
灵狐	内丹(灵狐)	1189		0										480																		0	30		0	81		1																									-1	3	-1	4	0	72	120		6							81		5			8		200		0											-30					
灵狐	内丹(灵狐)	1190		0										480																		0	35		0	81		1																									-1	3	-1	4	0	84	120		7							81		5			8		200		0											-35					
召唤灵狐	内丹(召唤灵狐)	1191		2										0																		0	50	120000	0	3		0																									0	3	-1						1							80		5			8				0					201											
召唤灵狐	内丹(召唤灵狐)	1192		2										0																		0	100	120000	0	3		0																									0	3	-1						2							80		5			8				0					202											
召唤灵狐	内丹(召唤灵狐)	1193		2										0																		0	150	120000	0	3		0																									0	3	-1						3							80		5			8				0					203											
召唤灵狐	内丹(召唤灵狐)	1194		2										0																		0	200	120000	0	3		0																									0	3	-1						4							80		5			8				0					204											
召唤灵狐	内丹(召唤灵狐)	1195		2										0																		0	250	120000	0	3		0																									0	3	-1						5							80		5			8				0					205											
召唤灵狐	内丹(召唤灵狐)	1196		2										0																		0	300	120000	0	3		0																									0	3	-1						6							80		5			8				0					206											
召唤灵狐	内丹(召唤灵狐)	1197		2										0																		0	350	120000	0	3		0																									0	3	-1						7							80		5			8				0					207											
灵狐	内丹(灵狐)	1198		0										480																		0	5		0	81		1																									-1	3	-1	4	0	13	130		1							81		5			8		200		0											-5					
灵狐	内丹(灵狐)	1199		0										480																		0	10		0	81		1																									-1	3	-1	4	0	26	130		2							81		5			8		200		0											-10					
灵狐	内丹(灵狐)	1200		0										480																		0	15		0	81		1																									-1	3	-1	4	0	39	130		3							81		5			8		200		0											-15					
灵狐	内丹(灵狐)	1201		0										480																		0	20		0	81		1																									-1	3	-1	4	0	52	130		4							81		5			8		200		0											-20					
灵狐	内丹(灵狐)	1202		0										480																		0	25		0	81		1																									-1	3	-1	4	0	65	130		5							81		5			8		200		0											-25					
灵狐	内丹(灵狐)	1203		0										480																		0	30		0	81		1																									-1	3	-1	4	0	78	130		6							81		5			8		200		0											-30					
灵狐	内丹(灵狐)	1204		0										480																		0	35		0	81		1																									-1	3	-1	4	0	91	130		7							81		5			8		200		0											-35					
召唤白虎	内丹(召唤白虎)	1205		2										0																		0	100	120000	0	3		0																									0	3	-1						1							82		5			8				0					213											
召唤白虎	内丹(召唤白虎)	1206		2										0																		0	150	120000	0	3		0																									0	3	-1						2							82		5			8				0					214											
召唤白虎	内丹(召唤白虎)	1207		2										0																		0	200	120000	0	3		0																									0	3	-1						3							82		5			8				0					215											
召唤白虎	内丹(召唤白虎)	1208		2										0																		0	250	120000	0	3		0																									0	3	-1						4							82		5			8				0					216											
召唤白虎	内丹(召唤白虎)	1209		2										0																		0	300	120000	0	3		0																									0	3	-1						5							82		5			8				0					217											
白虎	内丹(白虎)	1210		0										480																		0	10	3000	0	163		0																									1	3	-1	8	0	-40	-100		1							84		5			8				0																
白虎	内丹(白虎)	1211		0										480																		0	20	3000	0	163		0																									1	3	-1	8	0	-60	-100		2							84		5			8				0																
白虎	内丹(白虎)	1212		0										480																		0	30	3000	0	163		0																									1	3	-1	8	0	-80	-100		3							84		5			8				0																
白虎	内丹(白虎)	1213		0										480																		0	40	3000	0	163		0																									1	3	-1	8	0	-100	-100		4							84		5			8				0																
白虎	内丹(白虎)	1214		0										480																		0	50	3000	0	163		0																									1	3	-1	8	0	-120	-100		5							84		5			8				0																
召唤白虎	内丹(召唤白虎)	1215		2										0																		0	100	120000	0	3		0																									0	3	-1						1							82		5			8				0					218											
召唤白虎	内丹(召唤白虎)	1216		2										0																		0	150	120000	0	3		0																									0	3	-1						2							82		5			8				0					219											
召唤白虎	内丹(召唤白虎)	1217		2										0																		0	200	120000	0	3		0																									0	3	-1						3							82		5			8				0					220											
召唤白虎	内丹(召唤白虎)	1218		2										0																		0	250	120000	0	3		0																									0	3	-1						4							82		5			8				0					221											
召唤白虎	内丹(召唤白虎)	1219		2										0																		0	300	120000	0	3		0																									0	3	-1						5							82		5			8				0					222											
白虎	内丹(白虎)	1220		0										480																		0	10	3000	0	163		0																									1	3	-1	8	0	-40	-100		1							84		5			8				0																
白虎	内丹(白虎)	1221		0										480																		0	20	3000	0	163		0																									1	3	-1	8	0	-60	-100		2							84		5			8				0																
白虎	内丹(白虎)	1222		0										480																		0	30	3000	0	163		0																									1	3	-1	8	0	-80	-100		3							84		5			8				0																
白虎	内丹(白虎)	1223		0										480																		0	40	3000	0	163		0																									1	3	-1	8	0	-100	-100		4							84		5			8				0																
白虎	内丹(白虎)	1224		0										480																		0	50	3000	0	163		0																									1	3	-1	8	0	-120	-100		5							84		5			8				0																
召唤白虎	内丹(召唤白虎)	1225		2										0																		0	100	120000	0	3		0																									0	3	-1						1							82		5			8				0					223											
召唤白虎	内丹(召唤白虎)	1226		2										0																		0	150	120000	0	3		0																									0	3	-1						2							82		5			8				0					224											
召唤白虎	内丹(召唤白虎)	1227		2										0																		0	200	120000	0	3		0																									0	3	-1						3							82		5			8				0					225											
召唤白虎	内丹(召唤白虎)	1228		2										0																		0	250	120000	0	3		0																									0	3	-1						4							82		5			8				0					226											
召唤白虎	内丹(召唤白虎)	1229		2										0																		0	300	120000	0	3		0																									0	3	-1						5							82		5			8				0					227											
白虎	内丹(白虎)	1230		0										480																		0	10	3000	0	163		0																									1	3	-1	8	0	-40	-100		1							84		5			8				0																
白虎	内丹(白虎)	1231		0										480																		0	20	3000	0	163		0																									1	3	-1	8	0	-60	-100		2							84		5			8				0																
白虎	内丹(白虎)	1232		0										480																		0	30	3000	0	163		0																									1	3	-1	8	0	-80	-100		3							84		5			8				0																
白虎	内丹(白虎)	1233		0										480																		0	40	3000	0	163		0																									1	3	-1	8	0	-100	-100		4							84		5			8				0																
白虎	内丹(白虎)	1234		0										480																		0	50	3000	0	163		0																									1	3	-1	8	0	-120	-100		5							84		5			8				0																
召唤玄龟	内丹(召唤玄龟)	1235		2										0																		0	100	120000	0	3		0																									0	3	-1						1							85		5			8				0					231											
召唤玄龟	内丹(召唤玄龟)	1236		2										0																		0	200	120000	0	3		0																									0	3	-1						2							85		5			8				0					232											
召唤玄龟	内丹(召唤玄龟)	1237		2										0																		0	300	120000	0	3		0																									0	3	-1						3							85		5			8				0					233											
召唤玄龟	内丹(召唤玄龟)	1238		2										0																		0	100	120000	0	3		0																									0	3	-1						1							85		5			8				0					234											
召唤玄龟	内丹(召唤玄龟)	1239		2										0																		0	200	120000	0	3		0																									0	3	-1						2							85		5			8				0					235											
召唤玄龟	内丹(召唤玄龟)	1240		2										0																		0	300	120000	0	3		0																									0	3	-1						3							85		5			8				0					236											
召唤玄龟	内丹(召唤玄龟)	1241		2										0																		0	100	120000	0	3		0																									0	3	-1						1							85		5			8				0					237											
召唤玄龟	内丹(召唤玄龟)	1242		2										0																		0	200	120000	0	3		0																									0	3	-1						2							85		5			8				0					238											
召唤玄龟	内丹(召唤玄龟)	1243		2										0																		0	300	120000	0	3		0																									0	3	-1						3							85		5			8				0					239											
补心	内丹(补心)	1244		4										224																		0	10		0	163		0																									1	3	-1	8	0	50	-100		1							79		5			8				0																
补心	内丹(补心)	1245		4										224																		0	20		0	163		0																									1	3	-1	8	0	100	-100		2							79		5			8				0																
补心	内丹(补心)	1246		4										224																		0	30		0	163		0																									1	3	-1	8	0	150	-100		3							79		5			8				0																
补心	内丹(补心)	1247		4										224																		0	40		0	163		0																									1	3	-1	8	0	200	-100		4							79		5			8				0																
补心	内丹(补心)	1248		4										224																		0	50		0	163		0																									1	3	-1	8	0	250	-100		5							79		5			8				0																
补心	内丹(补心)	1249		4										256																		0	10		0	163		0																									1	3	-1	8	0	50	-100		1							79		5			8				0																
补心	内丹(补心)	1250		4										256																		0	20		0	163		0																									1	3	-1	8	0	100	-100		2							79		5			8				0																
补心	内丹(补心)	1251		4										256																		0	30		0	163		0																									1	3	-1	8	0	150	-100		3							79		5			8				0																
补心	内丹(补心)	1252		4										256																		0	40		0	163		0																									1	3	-1	8	0	200	-100		4							79		5			8				0																
补心	内丹(补心)	1253		4										256																		0	50		0	163		0																									1	3	-1	8	0	250	-100		5							79		5			8				0																
补心	内丹(补心)	1254		4										288																		0	10		0	163		0																									1	3	-1	8	0	50	-100		1							79		5			8				0																
补心	内丹(补心)	1255		4										288																		0	20		0	163		0																									1	3	-1	8	0	100	-100		2							79		5			8				0																
补心	内丹(补心)	1256		4										288																		0	30		0	163		0																									1	3	-1	8	0	150	-100		3							79		5			8				0																
补心	内丹(补心)	1257		4										288																		0	40		0	163		0																									1	3	-1	8	0	200	-100		4							79		5			8				0																
补心	内丹(补心)	1258		4										288																		0	50		0	163		0																									1	3	-1	8	0	250	-100		5							79		5			8				0																
召唤火凤	内丹(召唤火凤)	1259		2										0																		0	100	120000	0	3		0																									0	3	-1						1							89		5			8				0					243											
召唤火凤	内丹(召唤火凤)	1260		2										0																		0	200	120000	0	3		0																									0	3	-1						2							89		5			8				0					244											
召唤火凤	内丹(召唤火凤)	1261		2										0																		0	300	120000	0	3		0																									0	3	-1						3							89		5			8				0					245											
火凤	内丹(火凤)	1262		4										160																		0	30	2000	0	80		1																									-1	3	-1	3	0	30	100		1							90		5			8		200		0																
火凤	内丹(火凤)	1263		4										160																		0	40	2000	0	80		1																									-1	3	-1	3	0	60	100		2							90		5			8		200		0																
火凤	内丹(火凤)	1264		4										160																		0	50	2000	0	80		1																									-1	3	-1	3	0	90	100		3							90		5			8		200		0																
召唤火凤	内丹(召唤火凤)	1265		2										0																		0	100	120000	0	3		0																									0	3	-1						1							89		5			8				0					246											
召唤火凤	内丹(召唤火凤)	1266		2										0																		0	200	120000	0	3		0																									0	3	-1						2							89		5			8				0					247											
召唤火凤	内丹(召唤火凤)	1267		2										0																		0	300	120000	0	3		0																									0	3	-1						3							89		5			8				0					248											
火凤	内丹(火凤)	1268		4										160																		0	30	2000	0	80		1																									-1	3	-1	3	0	30	100		1							90		5			8		200		0																
火凤	内丹(火凤)	1269		4										160																		0	40	2000	0	80		1																									-1	3	-1	3	0	60	100		2							90		5			8		200		0																
火凤	内丹(火凤)	1270		4										160																		0	50	2000	0	80		1																									-1	3	-1	3	0	90	100		3							90		5			8		200		0																
召唤火凤	内丹(召唤火凤)	1271		2										0																		0	100	120000	0	3		0																									0	3	-1						1							89		5			8				0					249											
召唤火凤	内丹(召唤火凤)	1272		2										0																		0	200	120000	0	3		0																									0	3	-1						2							89		5			8				0					250											
召唤火凤	内丹(召唤火凤)	1273		2										0																		0	300	120000	0	3		0																									0	3	-1						3							89		5			8				0					251											
火凤	内丹(火凤)	1274		4										160																		0	30	2000	0	80		1																									-1	3	-1	3	0	30	100		1							90		6			8		200		0																
火凤	内丹(火凤)	1275		4										160																		0	40	2000	0	80		1																									-1	3	-1	3	0	60	100		2							90		6			8		200		0																
火凤	内丹(火凤)	1276		4										160																		0	50	2000	0	80		1																									-1	3	-1	3	0	90	100		3							90		6			8		200		0																
泥沼	内丹(泥沼)	1277		5										0																		0	50	30000	0	0		0																									0	3	-1						1							105		6			8				0																
泥沼	内丹(泥沼)	1278		5										0																		0	50	30000	0	0		0																									0	3	-1						2							105		6			8				0																
泥沼	内丹(泥沼)	1279		5										0																		0	50	30000	0	0		0																									0	3	-1						3							105		6			8				0																
泥沼	内丹(泥沼)	1280		5										0																		0	50	30000	0	0		0																									0	3	-1						4							105		6			8				0																
泥沼	内丹(陷阱)	1281		8										256																					0	80		1																									-1	3	-1						1	313	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1282		8										256																					0	80		1																									-1	3	-1						2	314	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1283		8										256																					0	80		1																									-1	3	-1						3	315	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1284		8										256																					0	80		1																									-1	3	-1						4	316	100	2				106		6			8				0																
泥沼	内丹(泥沼)	1285		5										0																		0	50	30000	0	0		0																									0	3	-1						1							105		6			8				0																
泥沼	内丹(泥沼)	1286		5										0																		0	50	30000	0	0		0																									0	3	-1						2							105		6			8				0																
泥沼	内丹(泥沼)	1287		5										0																		0	50	30000	0	0		0																									0	3	-1						3							105		6			8				0																
泥沼	内丹(泥沼)	1288		5										0																		0	50	30000	0	0		0																									0	3	-1						4							105		6			8				0																
泥沼	内丹(陷阱)	1289		8										288																					0	80		1																									-1	3	-1						1	313	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1290		8										288																					0	80		1																									-1	3	-1						2	314	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1291		8										288																					0	80		1																									-1	3	-1						3	315	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1292		8										288																					0	80		1																									-1	3	-1						4	316	100	2				106		6			8				0																
泥沼	内丹(泥沼)	1293		5										0																		0	50	30000	0	0		0																									0	3	-1						1							105		6			8				0																
泥沼	内丹(泥沼)	1294		5										0																		0	50	30000	0	0		0																									0	3	-1						2							105		6			8				0																
泥沼	内丹(泥沼)	1295		5										0																		0	50	30000	0	0		0																									0	3	-1						3							105		6			8				0																
泥沼	内丹(泥沼)	1296		5										0																		0	50	30000	0	0		0																									0	3	-1						4							105		6			8				0																
泥沼	内丹(陷阱)	1297		8										320																					0	80		1																									-1	3	-1						1	313	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1298		8										320																					0	80		1																									-1	3	-1						2	314	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1299		8										320																					0	80		1																									-1	3	-1						3	315	100	2				106		6			8				0																
泥沼	内丹(陷阱)	1300		8										320																					0	80		1																									-1	3	-1						4	316	100	2				106		6			8				0																
桃花瘴	内丹(桃花瘴)	1301		5										0																		0	100	30000	0	0		0																									0	3	-1						1							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1302		5										0																		0	100	30000	0	0		0																									0	3	-1						2							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1303		5										0																		0	100	30000	0	0		0																									0	3	-1						3							107		6			8				0																
桃花瘴	内丹(陷阱)	1304		8										256																					0	80		1																									-1	3	-1						1	317	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1305		8										256																					0	80		1																									-1	3	-1						2	318	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1306		8										256																					0	80		1																									-1	3	-1						3	319	100	2				108		6			8				0																
桃花瘴	内丹(桃花瘴)	1307		5										0																		0	100	30000	0	0		0																									0	3	-1						1							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1308		5										0																		0	100	30000	0	0		0																									0	3	-1						2							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1309		5										0																		0	100	30000	0	0		0																									0	3	-1						3							107		6			8				0																
桃花瘴	内丹(陷阱)	1310		8										288																					0	80		1																									-1	3	-1						1	317	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1311		8										288																					0	80		1																									-1	3	-1						2	318	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1312		8										288																					0	80		1																									-1	3	-1						3	319	100	2				108		6			8				0																
桃花瘴	内丹(桃花瘴)	1313		5										0																		0	100	30000	0	0		0																									0	3	-1						1							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1314		5										0																		0	100	30000	0	0		0																									0	3	-1						2							107		6			8				0																
桃花瘴	内丹(桃花瘴)	1315		5										0																		0	100	30000	0	0		0																									0	3	-1						3							107		6			8				0																
桃花瘴	内丹(陷阱)	1316		8										320																					0	80		1																									-1	3	-1						1	317	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1317		8										320																					0	80		1																									-1	3	-1						2	318	100	2				108		6			8				0																
桃花瘴	内丹(陷阱)	1318		8										320																					0	80		1																									-1	3	-1						3	319	100	2				108		6			8				0																
七巧玲珑塔		1501		0	qiqiaolinglongta									800				1	0	0	9	10	30		1	1	3							60000	0	81		0											6														-1	3	1501						2	806	100	2				118		11			8				0				困住敌对目标，使其无法进行任何动作，也不受任何伤害和效果，持续4秒									3			
七巧玲珑塔		1502		0	qiqiaolinglongta									800				1	0	0	9	10	30		1	1	3							60000	0	81		0											6														-1	3	1501						3	807	100	2				118		11			8				0				困住敌对目标，使其无法进行任何动作，也不受任何伤害和效果，持续6秒									3			
七巧玲珑塔		1503		0	qiqiaolinglongta									800				1	0	0	9	10	30		1	1	3							60000	0	81		0											6														-1	3	1501						4	808	100	2				118		11			8				0				困住敌对目标，使其无法进行任何动作，也不受任何伤害和效果，持续8秒									3			
七巧玲珑塔		1504		0	qiqiaolinglongta									800				1	0	0	9	10	30		1	1	3							60000	0	81		0											6														-1	3	1501						5	809	100	2				118		11			8				0				困住敌对目标，使其无法进行任何动作，也不受任何伤害和效果，持续10秒									3			
七巧玲珑塔		1505		0	qiqiaolinglongta									800				1	0	0	9	10	30		1	1	3							60000	0	81		0											6														-1	3	1501						6	810	100	2				118		11			8				0				困住敌对目标，使其无法进行任何动作，也不受任何伤害和效果，持续12秒									3			
落宝金钱		1511		0	luobaojinqian									800				1	5	0	14	10	31		1	1	3							30000	0	243		0											6														0	3	1511						2							119		11			8				0				驱散目标身上的2级以下的宝物效果									3			
落宝金钱		1512		0	luobaojinqian									800				1	5	0	14	10	31		1	1	3							30000	0	243		0											6														0	3	1511						3							120		11			8				0				驱散目标身上的3级以下的宝物效果									3			
落宝金钱		1513		0	luobaojinqian									800				1	5	0	14	10	31		1	1	3							30000	0	243		0											6														0	3	1511						4							121		11			8				0				驱散目标身上的4级以下的宝物效果									3			
落宝金钱		1514		0	luobaojinqian									800				1	5	0	14	10	31		1	1	3							30000	0	243		0											6														0	3	1511						5							122		11			8				0				驱散目标身上的5级以下的宝物效果									3			
落宝金钱		1515		0	luobaojinqian									800				1	5	0	14	10	31		1	1	3							30000	0	243		0											6														0	3	1511						6							123		11			8				0				驱散目标身上的所有宝物效果									3			
氏族奖励	氏族奖励	2001		4										1200				4																	0	130		0																									1	3	-1						1	1404	100	2									15	-1000	100		0																
天露阵（1级）	建筑物天露技能（1级）	2002		4										400				4																	0	128		0																									1	3	-1	8	0	30			1												15	-1000	100		0																
地露阵（1级）	建筑物地露技能（1级）	2003		4										400				4																	0	128		0																									1	3	-1	9	1	30			1												15	-1000	100		0																
疾风阵	建筑物疾风技能（1级）	2004		4										400				4																	0	128		0																									1	3	-1						1	1343	100	2									15	-1000	100		0																
雾雨阵	雾雨阵	2005		8										400																					0	80		1																										3	-1						1	1340	100	2									0	-1000	100		0																
雾雨阵（伤害）	雾雨阵技能dot	2006		0										0																					0	81		0																										3	-1	7	0	80	0		1												0	-1000	100		0																
建筑物技能	建筑物技能	2007																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2008																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2009																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2010																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2011																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2012																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2013																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2014																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2015																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2016																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2017																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2018																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2019																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2020																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2021																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2022																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2023																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2024																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2025																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2026																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2027																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2028																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2029																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2030																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2031																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2032																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2033																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2034																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2035																																																															-1																			-1000	100		0																
建筑物技能	建筑物技能	2036																																																															-1																			-1000	100		0																
分星柱更换星位buff	分星柱更换星位	2037		0										100				4																	0	3		0																									1	3	-1						1				1,412,141,314,141,420	30,30,30,10	1,1,1,1						8	-1000	100		0																
星位保护分星柱无敌	星位保护分星柱无敌	2038		4										1000				4																	0	32		0																									1	3	-1						1	1422	100	2									15																				
半熟果作用		2039		4										500				4																	0	130		0																									1	3	-1						1				1,462,146,314,641,470	25,25,25,25	2,2,2,2						15																				
聚财叶作用		2040		4										500				4																	0	130		0																									1	3	-1						1				14,671,468,146,914,700,000	20,20,20,20,20	2,2,2,2,2						15																				
蕴魂枝作用		2041		4										500				4																	0	130		0																									1	3	-1						1	1473	100	2									15																				
蟠桃花作用		2042		4										500				4																	0	130		0																									1	3	-1						1	1475	100	2									15																				
轮回石释放无惩罚技能	轮回石释放无惩罚技能	2043		4										2000				4																	0	192		0																									1	3	-1						1	1407	100	2									15	-1000	100		0																
分星池庇佑技能	分星池庇佑技能	2044		4										2000				4																	0	192		0																									1	3	-1						1	1430	100	2									15	-1000	100		0																
割裂伤害		2101		0										0																					1	81																												3	-1	8	0	6	0									1002	0				0	-1000	100																		
额外伤害		2102		0										0																		0	0	0	0	81		0																										3	-1	8	0	5	0									1002	0				0	-1000	100																		
额外伤害		2103		0										0																		0	0	0	0	81		0																										3	-1	8	0	15	0									1002	0				0	-1000	100																		
额外伤害		2104		0										0																		0	0	0	0	81		0																										3	-1	8	0	30	0									1002	0				0	-1000	100																		
额外伤害		2105		0										0																		0	0	0	0	81		0																										3	-1	8	0	40	0									1002	0				0	-1000	100																		
5秒回15命		2106		0										0																		0	0	0	0	3		0																										3	-1	8	0	-15	0									1002	0				0	-1000	100																		
5秒回30命		2107		0										0																		0	0	0	0	3		0																										3	-1	8	0	-30	0									1002	0				0	-1000	100																		
恢复生命1		2108		0										0																		0	0	0	0	3		0																										3	-1	8	0	-10	0									1000	0				8	-1000	100																		
（小）金创药		2109		0										0																		0	0	0	0	3		0																										3	-1	8	0	-5	0									1000	0				8	-1000	100																		
恢复生命2		2110		0										0																		0	0	0	0	3		0																										3	-1	8	0	-30	0									1000	0				8	-1000	100																		
（中）金创药		2111		0										0																		0	0	0	0	3		0																										3	-1	8	0	-15	0									1000	0				8	-1000	100																		
恢复生命3		2112		0										0																		0	0	0	0	3		0																										3	-1	8	0	-60	0									1000	0				8	-1000	100																		
（大）金创药		2113		0										0																		0	0	0	0	3		0																										3	-1	8	0	-30	0									1000	0				8	-1000	100																		
恢复法力1		2114		0										0																		0	0	0	0	3		0																										3	-1	9	1	-20	0									1000	0				8	-1000	100																		
（小）还灵丹		2115		0										0																		0	0	0	0	3		0																										3	-1	9	1	-8	0									1000	0				8	-1000	100																		
恢复法力2		2116		0										0																		0	0	0	0	3		0																										3	-1	9	1	-50	0									1000	0				8	-1000	100																		
（中）还灵丹		2117		0										0																		0	0	0	0	3		0																										3	-1	9	1	-20	0									1000	0				8	-1000	100																		
恢复法力3		2118		0										0																		0	0	0	0	3		0																										3	-1	9	1	-150	0									1000	0				8	-1000	100																		
（大）还灵丹		2119		0										0																		0	0	0	0	3		0																										3	-1	9	1	-50	0									1000	0				8	-1000	100																		
（小）还灵丹	时间缩短	2120		0										0																		0	0	0	0	3		0																										3	-1	9	1	-20	0									1000	0				8	-1000	100																		
（中）还灵丹	时间缩短	2121		0										0																		0	0	0	0	3		0																										3	-1	9	1	-35	0									1000	0				8	-1000	100																		
（大）还灵丹	时间缩短	2122		0										0																		0	0	0	0	3		0																										3	-1	9	1	-50	0									1000	0				8	-1000	100																		
攻击	用于普通怪物	2123		0										150												1	3								1	81		1											1														-1	3	-1	1	0	0	100		1							1001	0				0	0	200		0	5															
弓箭	用于普通怪物	2124		0										700												1	3								1	81		1											1														-1	3	-1	0	0	0	70		1							1001	0				0	0	200		0	5															
火球	用于普通怪物	2125		0										700												1	3								0	81		1											1														-1	3	-1	3	0	0	70		1							1001	0				0	0	200		0	5															
风刃	用于普通怪物	2126		0										700												1	3								0	81		1											1														-1	3	-1	5	0	0	70		1							1001	0				0	0	200		0	5															
冰刺	用于普通怪物	2127		0										700												1	3								0	81		1											1														-1	3	-1	2	0	0	70		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，毒近	2128		0										150												1	3								1	81		1											1														-1	3	-1	7	0	0	100		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，冥近	2129		0										150												1	3								1	81		1											1														-1	3	-1	6	0	0	100		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，风近	2130		0										150												1	3								1	81		1											1														-1	3	-1	5	0	0	100		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，水近	2131		0										150												1	3								1	81		1											1														-1	3	-1	2	0	0	100		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，物理远	2132		0										800												1	3								1	81		1											1														-1	3	-1	0	0	0	70		1							1001	0				0	0	200		0	5															
攻击	用于普通怪物，毒远	2133		0										800												1	3								1	81		1											1														-1	3	-1	7	0	0	70		1							1001	0				0	0	200		0	5															
落雷	用于普通怪物	2134		0										700												1	3								0	81		1											1														-1	3	-1	4	0	0	70		1							1001	0				0	0	200		0	5															
落雷	用于陈雷	2135		0										800												1	3							10000	0	81		1											1														-1	3	-1	4	0	10	100		1	3822	100	2				1001	0				0	0	200		0	5															
飞剑	用于洪霸天	2136		0										800				7	5	0	10	10	26		1	1	3							10000	0	81		1											1														-1	3	-1	0	0	300	100		1							1001	0				0	0	200		0	5															
巨石	用于乌霞卫	2137		0										800				2	7	32	20	10	27		1	1	3							10000	0	81		1											1														-1	3	-1	0	0	100	100		1	3823	100	2				1001	0				0	0	200		0																
