ID	Name	Class1	Class2	Class3	ShortDesc	Summary	AnnounceLevel	Level	LevelPercent	LevelNumber	Time	TimePercent	TimeNumber	Desire	DesirePercent	DesireNumber	Challenge	ChallengePercent	ChallengeNumber	RoughPoint	Point	RoughFinishPoint	FinishPoint	Exp	Message	Script	TitleID	ShiftID	ShiftType	TriggerVal	TimerName	IsShow	Icon
483	拜见	江湖行	足迹	江湖风云	拜见知名人士	对杜甫、山石道人、颜真卿、李白使用作揖		30	60%	5	3	60%	10	1	120%	5	0	100%	5	20	20	20	20	1600									
484	拜见	江湖行	足迹	江湖风云	拜见浩气盟人士	对谢渊、张桎辕、瞿季真、月弄痕使用作揖		70	120%	5	3	60%	10	1	120%	5	0	100%	5	23	25	23	25	5800									
485	拜见	江湖行	足迹	江湖风云	拜见恶人谷人士	对康学烛、米丽古丽、沈眠风、莫雨、烟使用作揖		70	120%	5	3	60%	10	1	120%	5	0	100%	5	23	25	23	25	5800									
486	不醉不归	江湖行	足迹	江湖风云	——	对纯阳疯道人使用喝酒		25	60%	5	1	60%	10	1	120%	5	0	100%	5	20	20	20	20	1300									
487	小妹的哀伤	江湖行	足迹	江湖风云	——	对洛阳新手镇楚小妹使用 安慰		15	60%	5	1	60%	10	1	120%	5	0	100%	5	20	20	20	20	700									
488	乞丐的无奈	江湖行	足迹	江湖风云	——	给金水的乞丐使用 安慰		40	60%	5	1	60%	10	1	120%	5	0	100%	5	20	20	20	20	2200									
489	跳舞	江湖行	足迹	江湖风云	——	跟洛阳的跳舞NPC使用 跳舞		15	60%	5	1	60%	10	1	120%	5	0	100%	5	20	20	20	20	700									
490	与情圣合奏	江湖行	足迹	江湖风云	——	对万花琴圣使用 演奏		25	60%	5	1	60%	10	1	120%	5	0	100%	5	20	20	20	20	1300									
491	拜见名士	江湖行	足迹	江湖风云	对指定的NPC所有都使用	对指定的NPC所有都使用		70	120%	5	40	120%	15	1	120%	5	0	100%	5	35	35	35	35	8100									
492	切磋！李承恩	江湖行	足迹	江湖风云	切磋	与天策首领李承恩切磋		50	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	3700									
493	切磋！东方宇轩	江湖行	足迹	江湖风云	切磋	万花谷主东方宇轩切磋		50	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	3700									
494	切磋！叶芷菁	江湖行	足迹	江湖风云	切磋	七秀门主叶芷菁切磋		50	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	3700									
495	切磋！玄正	江湖行	足迹	江湖风云	切磋	少林方丈玄正切磋		50	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	3700									
496	切磋！李忘生	江湖行	足迹	江湖风云	切磋	纯阳掌门李忘生切磋		50	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	3700									
497	九死一生	江湖行	足迹	江湖风云	切磋	与李承恩切磋后30秒内不死		70	120%	5	1	60%	10	1	120%	5	1	160%	5	26	25	26	25	5800									
498	命悬一线	江湖行	足迹	江湖风云	切磋	与东方雨轩切磋后30秒内不死		70	120%	5	1	60%	10	1	120%	5	1	160%	5	26	25	26	25	5800									
499	千钧一发	江湖行	足迹	江湖风云	切磋	七秀门主叶芷菁后30秒内不死		70	120%	5	1	60%	10	1	120%	5	1	160%	5	26	25	26	25	5800									
500	危在旦夕	江湖行	足迹	江湖风云	切磋	少林方丈玄正后30秒内不死		70	120%	5	1	60%	10	1	120%	5	1	160%	5	26	25	26	25	5800									
501	手下留情	江湖行	足迹	江湖风云	切磋	纯阳掌门李忘生后30秒内不死		70	120%	5	1	60%	10	1	120%	5	1	160%	5	26	25	26	25	5800									
502	只是传说	江湖行	声望	声望到传说的数量	五个势力声望到传说	五个势力声望到传说		70	120%	10	160+	200%	15	1	120%	5	1	140%	5	55	55	55	55	12700			称号赛孟尝						
503	洛阳贵客	江湖行	声望	声望到传说	洛阳声望到传说	洛阳声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
504	长安贵客	江湖行	声望	声望到传说	长安城声望到传说	长安城声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
505	扬州贵客	江湖行	声望	声望到传说	扬州城声望到传说	扬州城声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
506	少林至友	江湖行	声望	声望到传说	少林声望到传说	少林声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
507	纯阳至友	江湖行	声望	声望到传说	纯阳声望到传说	纯阳声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
508	万花至友	江湖行	声望	声望到传说	万花声望到传说	万花声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
509	七秀至友	江湖行	声望	声望到传说	七秀声望到传说	七秀声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
510	天策至友	江湖行	声望	声望到传说	天策声望到传说	天策声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
511	浩气盟的骄傲	江湖行	声望	声望到传说	浩气盟声望到传说	浩气盟声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
512	恶人谷的骄傲	江湖行	声望	声望到传说	恶人谷声望到传说	恶人谷声望到传说		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
513	阿里曼跟随者	江湖行	声望	声望到中立	红衣教声望到中立	红衣教声望到中立		30	60%	5	3	60%	10	0	80%	5	1	140%	5	20	20	20	20	1600									
514	阿里曼仰慕者	江湖行	声望	声望到友善	红衣教声望到友善	红衣教声望到友善		40	80%	5	10	80%	10	1	120%	5	1	140%	5	25	25	25	25	2800									
515	出门靠朋友	江湖行	声望	声望到传说	2势力声望到达最高	2势力声望到达最高		70	120%	5	110	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
516	双面	江湖行	声望	声望到传说	昆仑与刀宗声望到达最高	昆仑与刀宗声望到达最高		70	120%	5	140	180%	10	1	120%	5	1	140%	5	37	35	37	35	8100									
517	无间道	江湖行	声望	声望到传说	浩气盟与恶人谷声望到达最高	浩气盟与恶人谷声望到达最高		70	120%	5	160+	200%	15	1	120%	5	1	140%	5	49	50	49	50	11500			称号前缀假面						
518	英雄	江湖行	团队	通关副本	通关全部副本	通关全部副本		70	120%	5	110	160%	15	1	120%	5	1	140%	5	43	45	43	45	10400			称号后缀神枭						
519	斩裂剑风	江湖行	团队	通关副本	通关全部1-70级副本	通关全部1-70级副本		70	120%	5	70	140%	10	1	120%	5	1	140%	5	33	35	33	35	8100			称号前缀血手						
520	千里丹心万里路	江湖行	团队	通关副本	通关全部70级英雄副本	通关全部70级英雄副本		70	120%	5	40	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900			称号前缀威武						
521	全胜！灵霄峡	江湖行	团队	通关副本	通关灵霄峡	通关灵霄峡		36	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	2000									
522	全胜！空雾峰	江湖行	团队	通关副本	通关空雾峰	通关空雾峰		27	60%	5	1	60%	10	1	120%	5	1	120%	5	21	20	21	20	1400									
523	全胜！天工坊	江湖行	团队	通关副本	通关天工坊	通关天工坊		27	60%	5	1	60%	10	1	120%	5	1	120%	5	21	20	21	20	1400									
524	全胜！无盐寨	江湖行	团队	通关副本	通关无盐寨	通关无盐寨		36	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	2000									
525	全胜！三才阵	江湖行	团队	通关副本	通关三才阵	通关三才阵		27	60%	5	1	60%	10	1	120%	5	1	120%	5	21	20	21	20	1400									
526	全胜！荻花宫	江湖行	团队	通关副本	通关荻花宫	通关荻花宫		50	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	3000									
527	全胜！日轮山城	江湖行	团队	通关副本	通关日轮山城	通关日轮山城		50	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	3000									
528	全胜！天子峰	江湖行	团队	通关副本	通关天子峰	通关天子峰		60	100%	5	2	60%	10	1	120%	5	1	140%	5	24	25	24	25	4700									
529	全胜！战宝迦兰	江湖行	团队	通关副本	通关战宝迦兰	通关战宝迦兰		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
530	全胜！十二连环坞	江湖行	团队	通关副本	通关十二连环坞	通关十二连环坞		70	120%	5	3	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
531	再战！荻花宫	江湖行	团队	通关副本	通关荻花宫RAID	通关荻花宫RAID		70	120%	5	6	80%	10	1	120%	5	1	140%	5	27	25	27	25	5800									
532	英雄！荻花宫	江湖行	团队	通关副本	通关荻花宫	通关荻花宫		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
533	英雄！日轮山城	江湖行	团队	通关副本	通关日轮山城	通关日轮山城		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
534	英雄！天子峰	江湖行	团队	通关副本	通关天子峰	通关天子峰		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
535	英雄！灵霄峡	江湖行	团队	通关副本	通关灵霄峡	通关灵霄峡		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
536	英雄！空雾峰	江湖行	团队	通关副本	通关空雾峰	通关空雾峰		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
537	英雄！天工坊	江湖行	团队	通关副本	通关天工坊	通关天工坊		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
538	英雄！无盐寨	江湖行	团队	通关副本	通关无盐寨	通关无盐寨		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
539	英雄！三才阵	江湖行	团队	通关副本	通关三才阵	通关三才阵		70	120%	5	2	60%	10	1	120%	5	1	140%	5	25	25	25	25	5800									
540	深入虎穴	江湖行	团队	副本任务	——	完成天下好兵任务		50	80%	5	1	60%	10	1	120%	5	1	120%	5	22	20	22	20	3000									
541	烦恼的开始	江湖行	团队	副本任务	获得召唤日轮大蛇的道具	获得召唤日轮大蛇的道具：青灵竹1、驱心符10、不知名的剑1、冬玉		50	80%	5	3	60%	10	0	80%	5	0	80%	5	18	20	18	20	3000									
542	你烦不烦！	江湖行	团队	副本任务	召唤100次日轮大蛇	召唤100次日轮大蛇		70	120%	5	80	140%	10	1	120%	5	1	140%	5	33	35	33	35	8100									
543	心有赞许	江湖行	帮会	帮会贡献值	帮会贡献值到XX	帮会贡献值到XX		70	120%	5	30	100%	10	0	80%	5	0	100%	5	25	25	25	25	5800									
544	稳健雄心	江湖行	帮会	帮会贡献值	帮会贡献值到XX	帮会贡献值到XX		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
545	力挽狂澜 	江湖行	帮会	帮会贡献值	帮会贡献值到XX	帮会贡献值到XX		70	120%	5	100	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
546	勇挑重担	江湖行	帮会	帮会任务数量	50个帮会任务	完成50个帮会任务		50	80%	5	30	100%	10	0	80%	5	0	80%	5	22	20	22	20	3000									
547	勇挑重担	江湖行	帮会	帮会任务数量	100个帮会任务	完成100个帮会任务		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
548	勇挑重担	江湖行	帮会	帮会任务数量	400个帮会任务	完成400个帮会任务		70	120%	5	100	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
549	对手！悲歌	江湖行	阵营	阵营威望	阵营威望值到5000	阵营威望值到5000		60	100%	5	30	100%	10	1	120%	5	0	100%	5	26	25	26	25	4700									
550	对手！勇气	江湖行	阵营	阵营威望	阵营威望值到20000	阵营威望值到20000		70	120%	5	50	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
551	对手！坚毅	江湖行	阵营	阵营威望	阵营威望值到50000	阵营威望值到50000		70	120%	5	100	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100			称号后缀煞神						
552	江湖！开始	江湖行	阵营	阵营	击杀一次	击杀一次		60	120%	5	1	60%	10	0	80%	5	0	100%	5	21	20	21	20	3800									
553	江湖！十人斩	江湖行	阵营	击杀敌对数量	10人	击杀10人		50	80%	5	15	1	10	1	120%	5	0	80%	5	24	25	24	25	3700									
554	江湖！百人斩	江湖行	阵营	击杀敌对数量	100人	击杀100人		50	80%	5	15	1	10	1	120%	5	0	80%	5	24	25	24	25	3700									
555	江湖！斩五百	江湖行	阵营	击杀敌对数量	500人	击杀500人		50	80%	5	15	1	10	1	120%	5	0	80%	5	24	25	24	25	3700									
556	江湖！千人斩	江湖行	阵营	击杀敌对数量	1000人	击杀1000人		50	80%	5	15	100%	10	1	120%	5	0	80%	5	24	25	24	25	3700									
557	江湖！斩五千	江湖行	阵营	击杀敌对数量	5000人	击杀敌对数量5000人		60	100%	5	70	140%	10	1	120%	5	1	120%	5	31	30	31	30	5600									
558	江湖！万人斩	江湖行	阵营	击杀敌对数量	10000人	击杀敌对数量10000人		70	120%	5	119	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
559	江湖！斩二万	江湖行	阵营	击杀敌对数量	20000人	击杀敌对数量20000人		70	120%	5	150	180%	10	1	120%	5	1	140%	5	37	35	37	35	8100									
560	江湖！斩五万	江湖行	阵营	击杀敌对数量	50000人	击杀敌对数量50000人		70	120%	5	160+	200%	10	1	120%	5	1	140%	5	39	40	39	40	9200									
561	对决！谢渊	江湖行	阵营	击杀敌对阵营首领	击杀谢渊	击杀谢渊		70	120%	5	6	80%	10	1	120%	5	1	160%	5	28	30	28	30	6900									
562	对决！王逸风	江湖行	阵营	击杀敌对阵营首领	击杀王逸风	击杀王逸风		70	120%	5	6	80%	10	1	120%	5	1	160%	5	28	30	28	30	6900									
563	忠心耿耿	江湖行	阵营	阵营任务	完成50个阵营任务	完成50个阵营任务		70	120%	5	30	100%	10	0	80%	5	0	100%	5	25	25	25	25	5800									
564	忠心不渝	江湖行	阵营	阵营任务	完成100个阵营任务	完成100个阵营任务		70	120%	5	50	120%	10	0	80%	5	0	100%	5	27	25	27	25	5800									
565	力挽狂澜 	江湖行	阵营	阵营任务	完成500个阵营任务	完成500个阵营任务		70	120%	5	100	160%	10	1	120%	5	1	140%	5	35	35	35	35	8100									
566	乐于助人	江湖行	任务	协助任务	完成1个协助任务	完成1个协助任务		20	60%	5	1	60%	10	1	120%	5	0	60%	5	18	20	18	20	3300									
567	心底善良	江湖行	任务	协助任务	完成10个协助任务	完成10个协助任务		30	60%	5	6	80%	10	1	120%	5	0	60%	5	20	20	20	20	1600									
568	心底纯良	江湖行	任务	协助任务	完成20个协助任务	完成20个协助任务		40	80%	5	10	80%	10	1	120%	5	0	60%	5	21	20	21	20	2200									
569	古道热肠	江湖行	任务	协助任务	完成50个协助任务	完成50个协助任务		50	80%	5	15	100%	10	1	120%	5	0	60%	5	23	25	23	25	3700									
570	璞玉浑金	江湖行	任务	协助任务	完成100个协助任务	完成100个协助任务		60	100%	5	35	120%	10	1	120%	5	1	140%	5	30	30	30	30	5600									
571	善人	江湖行	任务	协助任务	完成500个协助任务	完成500个协助任务		70	120%	5	45	120%	10	1	120%	5	1	140%	5	31	30	31	30	6900									
572	义侠	江湖行	任务	协助任务	完成1000个协助任务	完成1000个协助任务		70	120%	5	100	160%	10	1	120%	5	1	160%	5	36	35	36	35	8100									
573	云游四海	江湖行	足迹	场景探索	完成全场景探索	完成全场景探索		60	100%	5	25	100%	15	1	120%	5	0	100%	5	31	30	31	30	5600			称号前缀云游						
574	千里之行	江湖行	足迹	场景探索	完成全门派、全城市探索	完成全门派、全城市探索		30	60%	5	15	100%	10	1	120%	5	0	100%	5	24	25	24	25	2000			称号前缀百里						
575	游历！稻香村	江湖行	足迹	场景探索	探索稻香村	探索完稻香村		10	60%	5	1	60%	10	0	80%	5	0	60%	5	16	15	16	15	400									
576	百里之行	江湖行	足迹	场景探索	全门派场景	探索完全门派场景		15	60%	5	5	80%	10	1	120%	5	1	100%	5	22	20	22	20	700									
577	游历！少林	江湖行	足迹	场景探索	少林地图场景	探索少林地图场景		15	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
578	游历！纯阳	江湖行	足迹	场景探索	纯阳地图场景	探索纯阳地图场景		15	60%	5	3	60%	10	0	80%	5	0	60%	5	16	15	16	15	500									
579	六六大顺	江湖行	杂闻	江湖风云	五木明琼掷出36点	获得六颗五木明琼掷出36点		50	80%	5	15	100%	10	120%	120%	5	0	80%	5	24	25	24	25	3700									
580	随风而过	江湖行	战斗	擂台	洛阳擂台切磋连续获胜30次	获得 签名画册·随风		50	80%	5	15	100%	10	1	120%	5	1	120%	5	26	25	26	25	3700									
581	没有名字	江湖行	节日活动	——	完成一年内全部节日活动	——		40	80%	5	13	100%	15	1	120%	5	0	80%	5	29	30	29	30	3400									
582	没有名字	江湖行	节日活动	——	春节任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
583	没有名字	江湖行	节日活动	——	元旦任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
584	没有名字	江湖行	节日活动	——	端午节任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
585	没有名字	江湖行	节日活动	——	中秋节任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
586	没有名字	江湖行	节日活动	——	七夕任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
587	没有名字	江湖行	节日活动	——	重阳节任务	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
588	没有名字	江湖行	节日活动	——	春节奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
589	没有名字	江湖行	节日活动	——	元旦奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
590	没有名字	江湖行	节日活动	——	端午节奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
591	没有名字	江湖行	节日活动	——	中秋节奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
592	没有名字	江湖行	节日活动	——	七夕奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
593	没有名字	江湖行	节日活动	——	重阳节奖励	——		40	80%	5	1	60%	10	0	80%	5	0	80%	5	18	20	18	20	2200									
594	没有名字	江湖行	节日活动	——	获得5件节日奖励	——		40	80%	5	1	60%	10	1	120%	5	1	140%	5	23	25	23	25	2800									
595	没有名字	独步江湖	技艺	第一个全满	神农第一个练到最高级			70												40	40	40	40	9200									
596	没有名字	独步江湖	技艺	第一个全满	采金第一个练到最高级			70												40	40	40	40	9200									
597	没有名字	独步江湖	技艺	第一个全满	搜索第一个练到最高级			70												40	40	40	40	9200									
598	没有名字	独步江湖	技艺	第一个全满	医术第一个练到最高级			70												40	40	40	40	9200									
599	没有名字	独步江湖	技艺	第一个全满	锻造第一个练到最高级			70												40	40	40	40	9200									
600	没有名字	独步江湖	技艺	第一个全满	缝纫第一个练到最高级			70												40	40	40	40	9200									
601	没有名字	独步江湖	技艺	第一个全满	烹饪第一个练到最高级			70												40	40	40	40	9200									
602	没有名字	独步江湖	技艺	第一个全满	阅读第一个练到最高级			70												40	40	40	40	9200									
603	没有名字	独步江湖	团队	第一个通关门派副本	通关灵霄峡			36												40	40	40	40	4000									
604	没有名字	独步江湖	团队	第一个通关门派副本	通关空雾峰			27												40	40	40	40	2800									
605	没有名字	独步江湖	团队	第一个通关门派副本	通关天工坊			27												40	40	40	40	2800									
606	没有名字	独步江湖	团队	第一个通关门派副本	通关无盐寨			36												40	40	40	40	4000									
607	没有名字	独步江湖	团队	第一个通关门派副本	通关三才阵			27												40	40	40	40	2800									
608	没有名字	独步江湖	团队	第一个通关门派副本	通关灵霄峡			50												40	40	40	40	5900									
609	没有名字	独步江湖	团队	通关野外场景副本	通关荻花宫			50												40	40	40	40	5900									
610	没有名字	独步江湖	团队	通关野外场景副本	通关日轮山城			70												40	40	40	40	9200									
611	没有名字	独步江湖	团队	通关野外场景副本	通关天子峰			70												40	40	40	40	9200									
612	没有名字	独步江湖	团队	通关野外场景副本	通关战宝迦兰			70												40	40	40	40	9200									
613	没有名字	独步江湖	团队	通关野外场景副本	通关十二连环坞			70												40	40	40	40	9200									
614	没有名字	独步江湖	团队	通关英雄副本	通关荻花宫			70												40	40	40	40	9200									
615	没有名字	独步江湖	团队	通关英雄副本	通关日轮山城			70												40	40	40	40	9200									
616	没有名字	独步江湖	团队	通关英雄副本	通关天子峰			70												40	40	40	40	9200									
617	没有名字	独步江湖	团队	通关英雄副本	通关灵霄峡			70												40	40	40	40	9200									
618	没有名字	独步江湖	团队	通关英雄副本	通关空雾峰			70												40	40	40	40	9200									
619	没有名字	独步江湖	团队	通关英雄副本	通关天工坊			70												40	40	40	40	9200									
620	没有名字	独步江湖	团队	通关英雄副本	通关无盐寨			70												40	40	40	40	9200									
621	没有名字	独步江湖	团队	通关英雄副本	通关三才阵			70												40	40	40	40	9200									
622	没有名字	独步江湖	声望	——	第一个5个势力声望到传说			70												40	40	40	40	9200									
623	没有名字	独步江湖	声望	一个势力声望到传说	第一个天策声望到传说			70												40	40	40	40	9200									
624	没有名字	独步江湖	声望	一个势力声望到传说	第一个万花声望到传说			70												40	40	40	40	9200									
625	没有名字	独步江湖	声望	一个势力声望到传说	第一个七秀声望到传说			70												40	40	40	40	9200									
626	没有名字	独步江湖	声望	一个势力声望到传说	第一个纯阳声望到传说			70												40	40	40	40	9200									
627	没有名字	独步江湖	声望	一个势力声望到传说	第一个少林声望到传说			70												40	40	40	40	9200									
628	没有名字	独步江湖	声望	一个势力声望到传说	第一个浩气盟声望到传说			70												40	40	40	40	9200									
629	没有名字	独步江湖	声望	一个势力声望到传说	第一个恶人谷声望到传说			70												40	40	40	40	9200									
630	没有名字	独步江湖	声望	一个势力声望到传说	第一个扬州声望到传说			70												40	40	40	40	9200									
631	没有名字	独步江湖	声望	一个势力声望到传说	第一个洛阳声望到传说			70												40	40	40	40	9200									
632	没有名字	独步江湖	声望	一个势力声望到传说	第一个长安声望到传说			70												40	40	40	40	9200									
633	没有名字	独步江湖	帮会	——	第一个帮会科技数点满			70												40	40	40	40	9200									
634	没有名字	独步江湖	技能	——	第一个经脉全点满			70												40	40	40	40	9200									
635	没有名字	独步江湖	任务	——	第一个任务完成数量到4000			70												40	40	40	40	9200									
635	没有名字	风云录																															
