名称	道具种类	具体类别	详细类别	最小类别	对应物件索引	说明文字	动画文件	二级动画文件	品质	档次	爻装	爻装附加概率	价格	系统收购价格	负重	叠加	耐久	套装ID	脚本名	buff目标	Buff1	Buff2	Buff3	SkillID	SkillTarget	Group	CDTime	ActionTime	Log	换装部件	等级需求	职业需求	系需求	灵需求	力需求	体需求	术需求	物攻需求	魔攻需求	是否可修理	是否可以丢弃	ItemBUFF是否直接生效	是否可以交换	是否可拆爻	是否可升级	法宝蕴魂上限	法宝技能BUFF	是否可以出售	是否会死亡掉落	是否唯一	拿起音效	放下音效	使用音效	蕴魂	掉落npcid	显示类型
[神炼]御人宝刀	0	0	422	1	319	“统帅之初品，可得人和之援”，唯此境界之名帅可以得其神展其威。	weapon1	dd11	4	3	1	50	18250	9150	101	0	12100	4	1	-1|-1|-1|-1|-1|-1|-1	6042									5		1.0.0.0.0.0		122	187392					1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]御地宝刀	0	0	423	1	319	“统帅之中品，可以腾挪地势”，唯此境界之名帅可以得其神展其威。	weapon1	dd12	4	3	1	50	27200	11620	131	0	14000	5	1	-1|-1|-1|-1|-1|-1|-1	6043									6		1.0.0.0.0.0		250	362496					1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]御天宝刀	0	0	424	1	319	“统帅之上品，可以御驾天时”，唯此境界之名帅可以得其神展其威。	weapon1	dd13	4	3	1	50	35630	12920	143	0	15000	6	1	-1|-1|-1|-1|-1|-1|-1	6044									6		1.0.0.0.0.0		315	436224					1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]蟠龙宝刀	0	0	425	1	319	此刀乃武王姬发所用战刀，周身玄铁打造，浑然一体，刀面镀金，上有龙形纹饰，甚为精美。	weapon1	dd14	4	3	1	50	35630	12920	143	0	15000	7	1	-1|-1|-1|-1|-1|-1|-1	6045									7		1.0.0.0.0.0		326	455680					1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]蛇头枪	0	0	426	2	320	特制异型兵刃，与常不同，枪头如毒蛇吐信，可刺可绕，灵活轻便，军队低级将领善用。	weapon1	cd3	4	1	1	50	2410	2520	19	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6067									32	20	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]钩镰枪	0	0	427	2	320	此枪极为少见，枪头带钩，攻击时可以钩拽敌人，因使用困难，只有少数高级将领擅长。	weapon1	cd4	4	1	1	50	3840	3820	34	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6068									33	30	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]凤鸣枪	0	0	428	2	320	商朝著名的宝戟，锋利之外，此戟尚有一奇，但凡有风之时，此戟便会呜呜作响。	weapon1	cd5	4	1	1	50	7220	5120	41	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6069									33	40	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]银蟒枪	0	0	429	2	320	武成王黄飞虎枪法精通，而此银蟒枪便是其惯使武器，舞时似银波流动，枪出如银蟒出穴。	weapon1	cd6	4	2	1	50	12140	6420	49	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6070									34	50	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]紫焰火尖枪	0	0	430	2	320	哪吒化为莲花身之后，太乙真人所赐，有诗赞到“手提紫焰蛇牙宝，脚踏金霞风火轮”。	weapon1	cd7	4	2	1	50	13760	7720	64	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6071									34	60	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]金霞三尖枪	0	0	431	2	320	此刀柄长5尺，刀有三尖，异与常理，杨戬惯持兵器，玉泉山金霞洞玉鼎真人所赐。	weapon1	cd8	4	2	1	50	14350	9020	98	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6072									35	70	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]逐日枪	0	0	432	2	320	相传为巨人夸父的宝戟，此戟有一奇，凡烈日当空，此戟即会折射出耀眼光芒使敌难辨所在。	weapon1	cd9	4	2	1	50	19900	10320	120	0	13000		1	-1|-1|-1|-1|-1|-1|-1	6073									35	80	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]刑天戟	0	0	433	2	320	战神刑天善用斧戟，与黄帝大战时即用此兵，持之则跨越生死，可永生神力。	weapon1	cd10	4	3	1	50	27200	11620	131	0	14000		1	-1|-1|-1|-1|-1|-1|-1	6074									36	90	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]蛇头枪	0	0	434	2	320	特制异型兵刃，与常不同，枪头如毒蛇吐信，可刺可绕，灵活轻便，军队低级将领善用。	weapon1	cd3	4	1	1	50	2410	2520	19	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6075									32	20	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]钩镰枪	0	0	435	2	320	此枪极为少见，枪头带钩，攻击时可以钩拽敌人，因使用困难，只有少数高级将领擅长。	weapon1	cd4	4	1	1	50	3840	3820	34	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6076									33	30	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]凤鸣枪	0	0	436	2	320	商朝著名的宝戟，锋利之外，此戟尚有一奇，但凡有风之时，此戟便会呜呜作响。	weapon1	cd5	4	1	1	50	7220	5120	41	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6077									33	40	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]银蟒枪	0	0	437	2	320	武成王黄飞虎枪法精通，而此银蟒枪便是其惯使武器，舞时似银波流动，枪出如银蟒出穴。	weapon1	cd6	4	2	1	50	12140	6420	49	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6078									34	50	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]紫焰火尖枪	0	0	438	2	320	哪吒化为莲花身之后，太乙真人所赐，有诗赞到“手提紫焰蛇牙宝，脚踏金霞风火轮”。	weapon1	cd7	4	2	1	50	13760	7720	64	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6079									34	60	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]金霞三尖枪	0	0	439	2	320	此刀柄长5尺，刀有三尖，异与常理，杨戬惯持兵器，玉泉山金霞洞玉鼎真人所赐。	weapon1	cd8	4	2	1	50	14350	9020	98	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6080									35	70	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]逐日枪	0	0	440	2	320	相传为巨人夸父的宝戟，此戟有一奇，凡烈日当空，此戟即会折射出耀眼光芒使敌难辨所在。	weapon1	cd9	4	2	1	50	19900	10320	120	0	13000		1	-1|-1|-1|-1|-1|-1|-1	6081									35	80	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]刑天戟	0	0	441	2	320	战神刑天善用斧戟，与黄帝大战时即用此兵，持之则跨越生死，可永生神力。	weapon1	cd10	4	3	1	50	27200	11620	131	0	14000		1	-1|-1|-1|-1|-1|-1|-1	6082									36	90	0.1.0.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]怒焰战枪	0	0	442	2	320	传说为炎帝以红莲真火淬制而成的宝枪，赠与少年刑天。后人依古卷仿制而成。	weapon1	cd3	4	1	1	50	1040	1350	8	0	6100	8	1	-1|-1|-1|-1|-1|-1|-1	6083									32		0.1.0.0.0.0			16384	19				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]烈风战枪	0	0	443	2	320	刑天战法分五步：烈、迅、破、魔、魂。后人以刑天战法为引，倾注战神之意制成烈风枪。	weapon1	cd5	4	2	1	50	5220	3950	34	0	8100	9	1	-1|-1|-1|-1|-1|-1|-1	6084									33		0.1.0.0.0.0			55296	61				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]地竞战戟	0	0	444	2	320	刑天骑将领帅方有资格使用的装备，意为：“人定胜天”。	weapon1	cd7	4	2	1	50	12690	6550	53	0	10100	10	1	-1|-1|-1|-1|-1|-1|-1	6085									34		0.1.0.0.0.0			96256	113				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]惊天战戟	0	0	445	2	320	“激发战气震动穹庐，谓之惊天”，战力达此级方可装备。	weapon1	cd11	4	3	1	50	18250	9150	101	0	12100	11	1	-1|-1|-1|-1|-1|-1|-1	6086									35		0.1.0.0.0.0			188416	219				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]平天战戟	0	0	446	2	320	“战甲顷力啸冲九天，谓之平天”，战力达此级方可装备。	weapon1	cd12	4	3	1	50	27200	11620	131	0	14000	12	1	-1|-1|-1|-1|-1|-1|-1	6087									36		0.1.0.0.0.0			362496	390				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]灭天战戟	0	0	447	2	320	“毁天灭地感阴动阳，谓之灭天”，战力到极顶方可装备。	weapon1	cd13	4	3	1	50	35630	12920	143	0	15000	13	1	-1|-1|-1|-1|-1|-1|-1	6088									36		0.1.0.0.0.0			436224	463				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]刑天神枪	0	0	448	2	320	战神刑天因无敌天下，据传此枪为其成名前所用，得之可获战神之力。	weapon1	cd14	4	3	1	50	35630	12920	143	0	15000	14	1	-1|-1|-1|-1|-1|-1|-1	6089									37		0.1.0.0.0.0			455680	478				1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]雕花剑	0	0	449	3	321	精致的桃木法剑，有更强的驱邪效果。	weapon1	fj3	4	1	1	50	2410	2520	6	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6113									2	20	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]青云剑	0	0	450	3	321	常用法剑，剑身有青云纹理，挥舞间如青云拂过。	weapon1	fj4	4	1	1	50	3840	3820	11	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6114									3	30	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]龙形剑	0	0	451	3	321	剑身蟠龙游走，以天龙正气斩妖除魔。	weapon1	fj5	4	1	1	50	7220	5120	14	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6115									3	40	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]沉碧剑	0	0	452	3	321	古剑沉碧，传言整剑用全玉磨制而成，凝碧其中，可将道法融会贯通。	weapon1	fj6	4	2	1	50	12140	6420	16	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6116									4	50	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]白光剑	0	0	453	3	321	瑶池名剑，龙吉公主所持之剑，即为白光。	weapon1	fj7	4	2	1	50	13760	7720	21	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6117									4	60	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]灭焰剑	0	0	454	3	321	普陀山落伽洞慈航道人所制，剑身上刻画各类灵符，以破狱度亡、驱邪镇魔。	weapon1	fj8	4	2	1	50	14350	9020	33	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6118									5	70	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]云水剑	0	0	455	3	321	云中子所制，取“心似白云常自在，意如流水任东西”之意。	weapon1	fj9	4	2	1	50	19900	10320	40	0	13000		1	-1|-1|-1|-1|-1|-1|-1	6119									5	80	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]紫阳剑	0	0	456	3	321	青峰山紫阳洞道德真君所制，可震慑不正之神及阴邪之气。	weapon1	fj10	4	3	1	50	27200	11620	44	0	14000		1	-1|-1|-1|-1|-1|-1|-1	6120									6	90	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]雕花剑	0	0	457	3	321	精致的桃木法剑，有更强的驱邪效果。	weapon1	fj3	4	1	1	50	2410	2520	6	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6121									2	20	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]青云剑	0	0	458	3	321	常用法剑，剑身有青云纹理，挥舞间如青云拂过。	weapon1	fj4	4	1	1	50	3840	3820	11	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6122									3	30	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]龙形剑	0	0	459	3	321	剑身蟠龙游走，以天龙正气斩妖除魔。	weapon1	fj5	4	1	1	50	7220	5120	14	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6123									3	40	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]沉碧剑	0	0	460	3	321	古剑沉碧，传言整剑用全玉磨制而成，凝碧其中，可将道法融会贯通。	weapon1	fj6	4	2	1	50	12140	6420	16	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6124									4	50	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]白光剑	0	0	461	3	321	瑶池名剑，龙吉公主所持之剑，即为白光。	weapon1	fj7	4	2	1	50	13760	7720	21	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6125									4	60	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]灭焰剑	0	0	462	3	321	普陀山落伽洞慈航道人所制，剑身上刻画各类灵符，以破狱度亡、驱邪镇魔。	weapon1	fj8	4	2	1	50	14350	9020	33	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6126									5	70	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]云水剑	0	0	463	3	321	云中子所制，取“心似白云常自在，意如流水任东西”之意。	weapon1	fj9	4	2	1	50	19900	10320	40	0	13000		1	-1|-1|-1|-1|-1|-1|-1	6127									5	80	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]紫阳剑	0	0	464	3	321	青峰山紫阳洞道德真君所制，可震慑不正之神及阴邪之气。	weapon1	fj10	4	3	1	50	27200	11620	44	0	14000		1	-1|-1|-1|-1|-1|-1|-1	6128									6	90	0.0.1.0.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]清风法剑	0	0	465	3	321	取意清风明月，原始天尊为阐教入室真人所制之法剑。	weapon1	fj3	4	1	1	50	1040	1350	3	0	6100	15	1	-1|-1|-1|-1|-1|-1|-1	6129									2		0.0.1.0.0.0		4			13312			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]火雷法剑	0	0	466	3	321	雷霆者，天地枢机！阐教真人以五雷正法：火雷之力妙制而成。	weapon1	fj5	4	2	1	50	5220	3950	11	0	8100	16	1	-1|-1|-1|-1|-1|-1|-1	6130									3		0.0.1.0.0.0		18			50176			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]天机法剑	0	0	467	3	321	修行高深，窥得天机之人，方可以使用此装备。	weapon1	fj7	4	2	1	50	12690	6550	18	0	10100	17	1	-1|-1|-1|-1|-1|-1|-1	6131									4		0.0.1.0.0.0		43			81920			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]太清法剑	0	0	468	3	321	“人道升仙境，称为大赤天太清境”，只有修道达此境界之人才能使用此剑。	weapon1	fj11	4	3	1	50	18250	9150	34	0	12100	18	1	-1|-1|-1|-1|-1|-1|-1	6132									5		0.0.1.0.0.0		118			163840			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]上清法剑	0	0	469	3	321	“仙道升真境，称为禹余天上清境”，只有修道达此境界之人才能使用此剑。	weapon1	fj12	4	3	1	50	27200	11620	44	0	14000	19	1	-1|-1|-1|-1|-1|-1|-1	6133									6		0.0.1.0.0.0		265			297984			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]玉清法剑	0	0	470	3	321	“真道升圣境，称为清微天玉清境”，只有修道达此境界之人才能使用此剑。	weapon1	fj13	4	3	1	50	35630	12920	48	0	15000	20	1	-1|-1|-1|-1|-1|-1|-1	6134									6		0.0.1.0.0.0		351			358400			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[神炼]元始法剑	0	0	471	3	321	元始天尊所藏之剑，精妙神奇已成为传说流传于玉虚弟子之间，却未有人亲见。	weapon1	fj14	4	3	1	50	35630	12920	48	0	15000	21	1	-1|-1|-1|-1|-1|-1|-1	6135									7		0.0.1.0.0.0		365			374784			1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]水月杖	0	0	472	4	322	此杖乃取湖边月下吸收日月精华之树木所制而成。	weapon1	fz3	4	1	1	50	2410	2520	6	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6157									32	20	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]血珠杖	0	0	473	4	322	以鹰血石镶嵌于杖身，对道术施展有独特功效。	weapon1	fz4	4	1	1	50	3840	3820	11	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6158									33	30	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]烈炎杖	0	0	474	4	322	以烈炎珠镶嵌于杖身，加强法力，因此得名“烈炎”。	weapon1	fz5	4	1	1	50	7220	5120	14	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6159									33	40	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]九龙杖	0	0	475	4	322	西歧之宝，传说为一仙人赐予西歧先王，可以请雨作法，广施恩泽，相传至今。	weapon1	fz6	4	2	1	50	12140	6420	16	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6160									34	50	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]脱尘杖	0	0	476	4	322	寓意“无为世界清虚境，脱尘缘万事轻”，故名“脱尘”。	weapon1	fz7	4	2	1	50	13760	7720	21	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6161									34	60	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]五火神焰杖	0	0	477	4	322	与清虚道德真君赐给杨任的五火神焰扇同炉炼制，内含五昧真火，杖如火烧。	weapon1	fz8	4	2	1	50	14350	9020	33	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6162									35	70	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]七翎仙翁杖	0	0	478	4	322	南极仙翁随身手杖，取灵山神木而制，上有七根翎羽缀饰，乃取自七种神鸟颈间。	weapon1	fz9	4	2	1	50	19900	10320	40	0	13000		1	-1|-1|-1|-1|-1|-1|-1	6163									35	80	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[气炼]九节神杖	0	0	479	4	322	灵山太阳之竹七节所制而成，上空一节，下空一节，以应天地，故称九节。	weapon1	fz10	4	3	1	50	27200	11620	44	0	14000		1	-1|-1|-1|-1|-1|-1|-1	6164									36	90	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]水月杖	0	0	480	4	322	此杖乃取湖边月下吸收日月精华之树木所制而成。	weapon1	fz3	4	1	1	50	2410	2520	6	0	7000		1	-1|-1|-1|-1|-1|-1|-1	6165									32	20	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]血珠杖	0	0	481	4	322	以鹰血石镶嵌于杖身，对道术施展有独特功效。	weapon1	fz4	4	1	1	50	3840	3820	11	0	8000		1	-1|-1|-1|-1|-1|-1|-1	6166									33	30	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]烈炎杖	0	0	482	4	322	以烈炎珠镶嵌于杖身，加强法力，因此得名“烈炎”。	weapon1	fz5	4	1	1	50	7220	5120	14	0	9000		1	-1|-1|-1|-1|-1|-1|-1	6167									33	40	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]九龙杖	0	0	483	4	322	西歧之宝，传说为一仙人赐予西歧先王，可以请雨作法，广施恩泽，相传至今。	weapon1	fz6	4	2	1	50	12140	6420	16	0	10000		1	-1|-1|-1|-1|-1|-1|-1	6168									34	50	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]脱尘杖	0	0	484	4	322	寓意“无为世界清虚境，脱尘缘万事轻”，故名“脱尘”。	weapon1	fz7	4	2	1	50	13760	7720	21	0	11000		1	-1|-1|-1|-1|-1|-1|-1	6169									34	60	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
[魂炼]五火神焰杖	0	0	485	4	322	与清虚道德真君赐给杨任的五火神焰扇同炉炼制，内含五昧真火，杖如火烧。	weapon1	fz8	4	2	1	50	14350	9020	33	0	12000		1	-1|-1|-1|-1|-1|-1|-1	6170									35	70	0.0.0.1.0.0								1	1	0	1	1	1			1	1	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
